site_code,collection_date,family,lowest_taxon,B100_com,B100_fam,B100_spe
PL,2018-04-01,Poeciliidae,G. affinis,323.5137955,8.792504,4.7592484
PL,2018-04-01,Centrarchidae,L. auritus,323.5137955,227.4490607,10.9563456
PL,2018-04-01,Centrarchidae,L. cyanellus,323.5137955,227.4490607,3.6177215
PL,2018-04-01,Centrarchidae,L. gulosus,323.5137955,227.4490607,9.4778761
PL,2018-04-01,Centrarchidae,L. macrochirus,323.5137955,227.4490607,20.7358628
PL,2018-04-01,Centrarchidae,L. megalotis,323.5137955,227.4490607,182.6612547
PL,2018-04-01,Poeciliidae,P. latipinna,323.5137955,8.792504,4.0332555999999995
PL,2018-05-10,Ictaluridae,A. natalis,28.378230000000002,3.1150647,3.1150647
PL,2018-05-10,Leuciscidae,C. lutrensis,28.378230000000002,3.1806053,3.1806053
PL,2018-05-10,Poeciliidae,G. affinis,28.378230000000002,2.7417407,2.4105355
PL,2018-05-10,Centrarchidae,L. auritus,28.378230000000002,19.3408193,0.17820139999999998
PL,2018-05-10,Centrarchidae,L. cyanellus,28.378230000000002,19.3408193,3.1456691
PL,2018-05-10,Centrarchidae,L. gulosus,28.378230000000002,19.3408193,0.636884
PL,2018-05-10,Centrarchidae,L. macrochirus,28.378230000000002,19.3408193,0.3751747
PL,2018-05-10,Centrarchidae,L. megalotis,28.378230000000002,19.3408193,15.0048901
PL,2018-05-10,Poeciliidae,P. latipinna,28.378230000000002,2.7417407,0.3312052
PL,2018-06-07,Ictaluridae,A. natalis,232.4107011,23.397732299999998,23.397732299999998
PL,2018-06-07,Leuciscidae,C. lutrensis,232.4107011,4.959501,4.959501
PL,2018-06-07,Poeciliidae,G. affinis,232.4107011,7.8624343,7.2112464
PL,2018-06-07,Centrarchidae,L. cyanellus,232.4107011,196.1910335,22.7194682
PL,2018-06-07,Centrarchidae,L. gulosus,232.4107011,196.1910335,1.609253
PL,2018-06-07,Centrarchidae,L. macrochirus,232.4107011,196.1910335,23.8735848
PL,2018-06-07,Centrarchidae,L. megalotis,232.4107011,196.1910335,144.5966793
PL,2018-06-07,Centrarchidae,M. salmoides,232.4107011,196.1910335,3.3920482
PL,2018-06-07,Poeciliidae,P. latipinna,232.4107011,7.8624343,0.6511879
PL,2018-07-27,Ictaluridae,A. natalis,8.1483011,2.4500157000000002,0.6344103
PL,2018-07-27,Leuciscidae,C. lutrensis,8.1483011,0.4273531,0.4273531
PL,2018-07-27,Poeciliidae,G. affinis,8.1483011,0.8635977,0.6334995
PL,2018-07-27,Ictaluridae,I. punctatus,8.1483011,2.4500157000000002,0.0471661
PL,2018-07-27,Centrarchidae,L. macrochirus,8.1483011,4.4073346,0.2613855
PL,2018-07-27,Centrarchidae,L. megalotis,8.1483011,4.4073346,4.1459491
PL,2018-07-27,Ictaluridae,N. gyrinus,8.1483011,2.4500157000000002,1.7684393
PL,2018-07-27,Poeciliidae,P. latipinna,8.1483011,0.8635977,0.2300982
PL,2018-09-25,Leuciscidae,C. lutrensis,10.8823794,0.1762369,0.1762369
PL,2018-09-25,Poeciliidae,G. affinis,10.8823794,0.18539629999999999,0.18539629999999999
PL,2018-09-25,Ictaluridae,I. punctatus,10.8823794,4.2276099,4.2276099
PL,2018-09-25,Centrarchidae,L. cyanellus,10.8823794,6.2931363,0.5280392
PL,2018-09-25,Centrarchidae,L. macrochirus,10.8823794,6.2931363,0.7212126
PL,2018-09-25,Centrarchidae,L. megalotis,10.8823794,6.2931363,5.0438845
PL,2020-01-15,Leuciscidae,C. lutrensis,50.538898800000005,1.8295496000000002,1.8295496000000002
PL,2020-01-15,Eleotridae,D. maculatus,50.538898800000005,0.8517161000000001,0.8517161000000001
PL,2020-01-15,Poeciliidae,G. affinis,50.538898800000005,10.9053666,1.731494
PL,2020-01-15,Ictaluridae,I. punctatus,50.538898800000005,6.3558824,6.3558824
PL,2020-01-15,Centrarchidae,L. cyanellus,50.538898800000005,30.5963841,2.0774817
PL,2020-01-15,Centrarchidae,L. gulosus,50.538898800000005,30.5963841,4.9574023
PL,2020-01-15,Centrarchidae,L. macrochirus,50.538898800000005,30.5963841,0.8504029
PL,2020-01-15,Centrarchidae,L. megalotis,50.538898800000005,30.5963841,22.7110972
PL,2020-01-15,Poeciliidae,P. latipinna,50.538898800000005,10.9053666,9.173872600000001
PL,2020-05-24,Ictaluridae,A. natalis,421.6159674,14.798667799999999,14.095532899999998
PL,2020-05-24,Leuciscidae,C. lutrensis,421.6159674,4.1359537,4.1359537
PL,2020-05-24,Poeciliidae,G. affinis,421.6159674,7.026257299999999,2.3040198000000003
PL,2020-05-24,Ictaluridae,I. punctatus,421.6159674,14.798667799999999,0.7031349
PL,2020-05-24,Centrarchidae,L. auritus,421.6159674,221.35594609999998,20.9152906
PL,2020-05-24,Centrarchidae,L. cyanellus,421.6159674,221.35594609999998,70.6339555
PL,2020-05-24,Centrarchidae,L. gulosus,421.6159674,221.35594609999998,2.0996558
PL,2020-05-24,Centrarchidae,L. macrochirus,421.6159674,221.35594609999998,23.3046541
PL,2020-05-24,Centrarchidae,L. megalotis,421.6159674,221.35594609999998,103.00264619999999
PL,2020-05-24,Lepisosteidae,L. oculatus,421.6159674,174.29914250000002,174.29914250000002
PL,2020-05-24,Centrarchidae,M. salmoides,421.6159674,221.35594609999998,1.3997439
PL,2020-05-24,Poeciliidae,P. latipinna,421.6159674,7.026257299999999,4.722237499999999
PL,2020-09-15,Ictaluridae,A. natalis,306.7995547,3.8504144,2.635264
PL,2020-09-15,Leuciscidae,C. lutrensis,306.7995547,1.0166565,1.0166565
PL,2020-09-15,Eleotridae,D. maculatus,306.7995547,13.0984201,13.0984201
PL,2020-09-15,Poeciliidae,G. affinis,306.7995547,4.607773600000001,0.4544129
PL,2020-09-15,Ictaluridae,I. punctatus,306.7995547,3.8504144,1.2151504
PL,2020-09-15,Centrarchidae,L. cyanellus,306.7995547,87.6595585,10.3239383
PL,2020-09-15,Centrarchidae,L. gulosus,306.7995547,87.6595585,0.23965969999999998
PL,2020-09-15,Centrarchidae,L. macrochirus,306.7995547,87.6595585,2.6892587999999997
PL,2020-09-15,Centrarchidae,L. megalotis,306.7995547,87.6595585,65.0957125
PL,2020-09-15,Lepisosteidae,L. oculatus,306.7995547,196.5667316,196.5667316
PL,2020-09-15,Centrarchidae,M. salmoides,306.7995547,87.6595585,9.3109892
PL,2020-09-15,Poeciliidae,P. latipinna,306.7995547,4.607773600000001,4.1533607
PL,2020-11-02,Ictaluridae,A. natalis,222.34506820000001,3.1612783,2.4581434
PL,2020-11-02,Leuciscidae,C. lutrensis,222.34506820000001,3.4396983999999997,3.4396983999999997
PL,2020-11-02,Eleotridae,D. maculatus,222.34506820000001,6.1533045,6.1533045
PL,2020-11-02,Poeciliidae,G. affinis,222.34506820000001,34.3281824,1.9511326
PL,2020-11-02,Ictaluridae,I. punctatus,222.34506820000001,3.1612783,0.7031349
PL,2020-11-02,Centrarchidae,L. cyanellus,222.34506820000001,168.26627860000002,1.0335708000000001
PL,2020-11-02,Centrarchidae,L. gulosus,222.34506820000001,168.26627860000002,0.2489233
PL,2020-11-02,Centrarchidae,L. macrochirus,222.34506820000001,168.26627860000002,3.2752722
PL,2020-11-02,Centrarchidae,L. megalotis,222.34506820000001,168.26627860000002,140.87355580000002
PL,2020-11-02,Mugilidae,M. cephalus,222.34506820000001,6.996326,6.996326
PL,2020-11-02,Centrarchidae,M. salmoides,222.34506820000001,168.26627860000002,22.8349565
PL,2020-11-02,Poeciliidae,P. latipinna,222.34506820000001,34.3281824,32.3770498
SF,2017-09-19,Characidae,A. mexicanus,152.26444360000002,0.2936582,0.2936582
SF,2017-09-19,Poeciliidae,G. affinis,152.26444360000002,1.184582,0.0408096
SF,2017-09-19,Cichlidae,H. cyanoguttatum,152.26444360000002,11.415937099999999,11.415937099999999
SF,2017-09-19,Centrarchidae,L. macrochirus,152.26444360000002,3.052679,2.0006206
SF,2017-09-19,Centrarchidae,L. megalotis,152.26444360000002,3.052679,1.0520584
SF,2017-09-19,Lepisosteidae,L. oculatus,152.26444360000002,136.3175873,136.3175873
SF,2017-09-19,Poeciliidae,P. latipinna,152.26444360000002,1.184582,1.1437724
SF,2017-11-05,Characidae,A. mexicanus,264.7289957,0.7489408000000001,0.7489408000000001
SF,2017-11-05,Leuciscidae,C. lutrensis,264.7289957,4.3148290000000005,1.3945423000000001
SF,2017-11-05,Cyprinodontidae,C. variegatus,264.7289957,0.076596,0.076596
SF,2017-11-05,Poeciliidae,G. affinis,264.7289957,49.9499826,3.2365255000000004
SF,2017-11-05,Cichlidae,H. cyanoguttatum,264.7289957,206.4462143,206.4462143
SF,2017-11-05,Centrarchidae,L. macrochirus,264.7289957,3.1924330000000003,3.1924330000000003
SF,2017-11-05,Poeciliidae,P. latipinna,264.7289957,49.9499826,46.7134571
SF,2017-11-05,Leuciscidae,P. vigilax,264.7289957,4.3148290000000005,2.9202867
SF,2017-12-11,Leuciscidae,C. lutrensis,75.7447341,0.4433013,0.2526609
SF,2017-12-11,Poeciliidae,G. affinis,75.7447341,10.290411299999999,0.21289389999999997
SF,2017-12-11,Cichlidae,H. cyanoguttatum,75.7447341,12.390430299999998,12.390430299999998
SF,2017-12-11,Lepisosteidae,L. oculatus,75.7447341,52.6205912,52.6205912
SF,2017-12-11,Poeciliidae,P. latipinna,75.7447341,10.290411299999999,10.0775174
SF,2017-12-11,Leuciscidae,P. vigilax,75.7447341,0.4433013,0.1906404
SF,2018-02-02,Cyprinodontidae,C. variegatus,86.1617832,0.6146218,0.6146218
SF,2018-02-02,Poeciliidae,G. affinis,86.1617832,62.8382471,1.1455906
SF,2018-02-02,Cichlidae,H. cyanoguttatum,86.1617832,21.554474300000003,21.554474300000003
SF,2018-02-02,Poeciliidae,P. latipinna,86.1617832,62.8382471,61.6926565
SF,2018-02-02,Leuciscidae,P. vigilax,86.1617832,1.15444,1.15444
SF,2018-04-07,Leuciscidae,C. lutrensis,28.9650887,7.2912723,2.0855511
SF,2018-04-07,Poeciliidae,G. affinis,28.9650887,13.6543662,3.512274
SF,2018-04-07,Cichlidae,H. cyanoguttatum,28.9650887,8.0194502,8.0194502
SF,2018-04-07,Poeciliidae,P. latipinna,28.9650887,13.6543662,10.1420922
SF,2018-04-07,Leuciscidae,P. vigilax,28.9650887,7.2912723,5.2057212
SF,2018-05-12,Leuciscidae,C. lutrensis,18.139032,2.145428,1.4079785
SF,2018-05-12,Poeciliidae,G. affinis,18.139032,14.4907808,1.3897563
SF,2018-05-12,Cichlidae,H. cyanoguttatum,18.139032,1.5028232,1.3513986
SF,2018-05-12,Cichlidae,O. aureus,18.139032,1.5028232,0.1514246
SF,2018-05-12,Poeciliidae,P. latipinna,18.139032,14.4907808,13.1010245
SF,2018-05-12,Leuciscidae,P. vigilax,18.139032,2.145428,0.7374495
SF,2018-06-01,Leuciscidae,C. lutrensis,110.03131570000001,0.8330291000000001,0.30274059999999997
SF,2018-06-01,Poeciliidae,G. affinis,110.03131570000001,40.1555158,1.728307
SF,2018-06-01,Cichlidae,H. cyanoguttatum,110.03131570000001,69.0427708,69.0427708
SF,2018-06-01,Poeciliidae,P. latipinna,110.03131570000001,40.1555158,38.4272088
SF,2018-06-01,Leuciscidae,P. vigilax,110.03131570000001,0.8330291000000001,0.5302885
SF,2018-07-01,Cyprinidae,C. carpio,29.9279344,2.9551952,2.9551952
SF,2018-07-01,Leuciscidae,C. lutrensis,29.9279344,2.0084719,1.4490699
SF,2018-07-01,Cyprinodontidae,C. variegatus,29.9279344,0.7058026000000001,0.7058026000000001
SF,2018-07-01,Poeciliidae,G. affinis,29.9279344,10.971953200000002,0.8498955
SF,2018-07-01,Cichlidae,H. cyanoguttatum,29.9279344,8.9478055,8.9478055
SF,2018-07-01,Centrarchidae,L. gulosus,29.9279344,4.338706,4.338706
SF,2018-07-01,Poeciliidae,P. latipinna,29.9279344,10.971953200000002,10.122057700000001
SF,2018-07-01,Leuciscidae,P. vigilax,29.9279344,2.0084719,0.559402
SF,2018-09-18,Characidae,A. mexicanus,5.3210977,0.841886,0.841886
SF,2018-09-18,Leuciscidae,C. lutrensis,5.3210977,0.3257853,0.3257853
SF,2018-09-18,Poeciliidae,G. affinis,5.3210977,2.3695382,2.27563
SF,2018-09-18,Centrarchidae,L. gulosus,5.3210977,1.7838882,0.7711759
SF,2018-09-18,Centrarchidae,L. macrochirus,5.3210977,1.7838882,1.0127123
SF,2018-09-18,Poeciliidae,P. latipinna,5.3210977,2.3695382,0.09390820000000001
SF,2020-01-13,Ictaluridae,A. melas,104.929655,1.5538333999999991,1.5538333999999991
SF,2020-01-13,Characidae,A. mexicanus,104.929655,1.8520924,1.8520924
SF,2020-01-13,Poeciliidae,G. affinis,104.929655,78.9176545,0.112906
SF,2020-01-13,Cichlidae,H. cyanoguttatum,104.929655,15.9429605,15.9429605
SF,2020-01-13,Centrarchidae,L. cyanellus,104.929655,6.663114200000001,6.663114200000001
SF,2020-01-13,Poeciliidae,P. latipinna,104.929655,78.9176545,78.8047485
SF,2020-05-27,Characidae,A. mexicanus,2396.0645496,6.7395553999999995,6.7395553999999995
SF,2020-05-27,Poeciliidae,G. affinis,2396.0645496,24.5830688,0.6915334000000001
SF,2020-05-27,Cichlidae,H. cyanoguttatum,2396.0645496,628.0376279,626.8172413
SF,2020-05-27,Centrarchidae,L. cyanellus,2396.0645496,220.0889335,31.554234599999997
SF,2020-05-27,Centrarchidae,L. gulosus,2396.0645496,220.0889335,16.5395913
SF,2020-05-27,Centrarchidae,L. macrochirus,2396.0645496,220.0889335,80.0327012
SF,2020-05-27,Lepisosteidae,L. oculatus,2396.0645496,1516.615364,1516.615364
SF,2020-05-27,Centrarchidae,M. salmoides,2396.0645496,220.0889335,91.96240639999999
SF,2020-05-27,Cichlidae,O. aureus,2396.0645496,628.0376279,1.2203866
SF,2020-05-27,Poeciliidae,P. latipinna,2396.0645496,24.5830688,23.8915354
SF,2020-09-11,Characidae,A. mexicanus,78.2906064,3.7617823,3.7617823
SF,2020-09-11,Poeciliidae,G. affinis,78.2906064,9.3377439,0.8750057
SF,2020-09-11,Cichlidae,H. cyanoguttatum,78.2906064,65.0746168,64.82109870000001
SF,2020-09-11,Centrarchidae,L. cyanellus,78.2906064,0.1164634,0.1164634
SF,2020-09-11,Cichlidae,O. aureus,78.2906064,65.0746168,0.2535181
SF,2020-09-11,Poeciliidae,P. latipinna,78.2906064,9.3377439,8.4627382
SF,2020-11-04,Characidae,A. mexicanus,96.3466444,3.9870243,3.9870243
SF,2020-11-04,Poeciliidae,G. affinis,96.3466444,36.9172274,1.4109015
SF,2020-11-04,Cichlidae,H. cyanoguttatum,96.3466444,53.6606495,50.9101838
SF,2020-11-04,Centrarchidae,L. macrochirus,96.3466444,1.7817432000000002,1.7817432000000002
SF,2020-11-04,Cichlidae,O. aureus,96.3466444,53.6606495,2.7504657
SF,2020-11-04,Poeciliidae,P. latipinna,96.3466444,36.9172274,35.5063259
TR,2017-09-25,Characidae,A. mexicanus,114.04829639999998,0.8582261000000001,0.8582261000000001
TR,2017-09-25,Cyprinodontidae,C. variegatus,114.04829639999998,1.8146347999999999,1.8146347999999999
TR,2017-09-25,Fundulidae,F. grandis,114.04829639999998,0.2929873,0.2929873
TR,2017-09-25,Poeciliidae,P. latipinna,114.04829639999998,111.08244819999999,111.08244819999999
TR,2017-11-05,Cyprinodontidae,C. variegatus,22.8780665,7.600800100000001,7.600800100000001
TR,2017-11-05,Eleotridae,D. maculatus,22.8780665,0.5921003,0.5921003
TR,2017-11-05,Fundulidae,F. grandis,22.8780665,2.1526559,2.1526559
TR,2017-11-05,Poeciliidae,G. affinis,22.8780665,4.6499964,0.1696986
TR,2017-11-05,Cichlidae,H. cyanoguttatum,22.8780665,6.409839099999999,3.9264441999999997
TR,2017-11-05,Centrarchidae,L. megalotis,22.8780665,1.3970959,1.3970959
TR,2017-11-05,Ictaluridae,N. gyrinus,22.8780665,0.0755788,0.0755788
TR,2017-11-05,Cichlidae,O. aureus,22.8780665,6.409839099999999,2.4833949
TR,2017-11-05,Poeciliidae,P. latipinna,22.8780665,4.6499964,4.4802978
TR,2017-12-11,Cyprinodontidae,C. variegatus,21.7376568,18.9937486,18.9937486
TR,2017-12-11,Poeciliidae,G. affinis,21.7376568,2.7439082,1.716285
TR,2017-12-11,Poeciliidae,P. latipinna,21.7376568,2.7439082,1.0276232
TR,2018-02-02,Characidae,A. mexicanus,141.9714092,3.4029434999999997,3.4029434999999997
TR,2018-02-02,Cyprinodontidae,C. variegatus,141.9714092,122.3989956,122.3989956
TR,2018-02-02,Fundulidae,F. grandis,141.9714092,3.6298505000000003,3.6298505000000003
TR,2018-02-02,Poeciliidae,G. affinis,141.9714092,12.376000600000001,0.7161787000000001
TR,2018-02-02,Cichlidae,H. cyanoguttatum,141.9714092,0.16361900000000001,0.16361900000000001
TR,2018-02-02,Poeciliidae,P. latipinna,141.9714092,12.376000600000001,11.6598219
TR,2018-04-07,Characidae,A. mexicanus,91.7965458,1.3827123000000001,1.3827123000000001
TR,2018-04-07,Cyprinodontidae,C. variegatus,91.7965458,53.4623572,53.4623572
TR,2018-04-07,Fundulidae,F. grandis,91.7965458,0.11071589999999999,0.11071589999999999
TR,2018-04-07,Poeciliidae,G. affinis,91.7965458,36.8407604,0.9482755
TR,2018-04-07,Poeciliidae,P. latipinna,91.7965458,36.8407604,35.8924849
TR,2018-06-01,Characidae,A. mexicanus,89.2486113,18.556651199999997,18.556651199999997
TR,2018-06-01,Cyprinodontidae,C. variegatus,89.2486113,27.9997669,27.9997669
TR,2018-06-01,Fundulidae,F. grandis,89.2486113,3.1679234000000003,3.1679234000000003
TR,2018-06-01,Poeciliidae,P. latipinna,89.2486113,39.5242698,39.5242698
TR,2018-07-01,Cyprinodontidae,C. variegatus,41.2266208,4.9925831,4.9925831
TR,2018-07-01,Fundulidae,F. grandis,41.2266208,0.1272853,0.1272853
TR,2018-07-01,Cichlidae,H. cyanoguttatum,41.2266208,2.662441,2.335985
TR,2018-07-01,Centrarchidae,L. cyanellus,41.2266208,3.5008425,0.7698023
TR,2018-07-01,Centrarchidae,L. macrochirus,41.2266208,3.5008425,1.5494799
TR,2018-07-01,Centrarchidae,M. salmoides,41.2266208,3.5008425,1.1815603
TR,2018-07-01,Cichlidae,O. aureus,41.2266208,2.662441,0.326456
TR,2018-07-01,Poeciliidae,P. latipinna,41.2266208,29.9434689,29.9434689
TR,2018-08-31,Cyprinodontidae,C. variegatus,3.3357753000000003,0.2923488,0.2923488
TR,2018-08-31,Poeciliidae,G. affinis,3.3357753000000003,3.0434265000000003,0.0674841
TR,2018-08-31,Poeciliidae,P. latipinna,3.3357753000000003,3.0434265000000003,2.9759424
TR,2020-01-13,Characidae,A. mexicanus,39.6148868,0.0320026,0.0320026
TR,2020-01-13,Cyprinodontidae,C. variegatus,39.6148868,25.4982213,25.4982213
TR,2020-01-13,Fundulidae,F. grandis,39.6148868,2.2207746,2.2207746
TR,2020-01-13,Poeciliidae,G. affinis,39.6148868,6.737790199999999,0.8596599
TR,2020-01-13,Cichlidae,H. cyanoguttatum,39.6148868,0.9452963,0.2920655
TR,2020-01-13,Centrarchidae,L. macrochirus,39.6148868,4.1808018,4.1808018
TR,2020-01-13,Cichlidae,O. aureus,39.6148868,0.9452963,0.6532308
TR,2020-01-13,Poeciliidae,P. latipinna,39.6148868,6.737790199999999,5.8781303
TR,2020-05-27,Characidae,A. mexicanus,127.75261259999999,1.4282187,1.4282187
TR,2020-05-27,Cyprinodontidae,C. variegatus,127.75261259999999,0.656784,0.656784
TR,2020-05-27,Poeciliidae,G. affinis,127.75261259999999,8.0595713,0.00987
TR,2020-05-27,Cichlidae,H. cyanoguttatum,127.75261259999999,39.1280285,16.768329700000002
TR,2020-05-27,Centrarchidae,L. cyanellus,127.75261259999999,78.48001009999999,2.403409
TR,2020-05-27,Centrarchidae,L. macrochirus,127.75261259999999,78.48001009999999,76.07660109999999
TR,2020-05-27,Cichlidae,O. aureus,127.75261259999999,39.1280285,22.3596988
TR,2020-05-27,Poeciliidae,P. latipinna,127.75261259999999,8.0595713,8.0497013
TR,2020-09-11,Characidae,A. mexicanus,105.3422263,1.0481656000000001,1.0481656000000001
TR,2020-09-11,Cyprinodontidae,C. variegatus,105.3422263,7.730595599999999,7.730595599999999
TR,2020-09-11,Poeciliidae,G. affinis,105.3422263,12.3106546,0.1927171
TR,2020-09-11,Cichlidae,H. cyanoguttatum,105.3422263,63.2799623,62.3401662
TR,2020-09-11,Fundulidae,L. parva,105.3422263,20.972848199999998,20.972848199999998
TR,2020-09-11,Cichlidae,O. aureus,105.3422263,63.2799623,0.9397961
TR,2020-09-11,Poeciliidae,P. latipinna,105.3422263,12.3106546,12.1179375
TR,2020-11-04,Cyprinodontidae,C. variegatus,146.0377112,134.8405319,134.8405319
TR,2020-11-04,Fundulidae,F. grandis,146.0377112,4.6698915,4.6698915
TR,2020-11-04,Poeciliidae,G. affinis,146.0377112,5.3457281,3.7484007999999998
TR,2020-11-04,Cichlidae,O. aureus,146.0377112,1.1815597,1.1815597
TR,2020-11-04,Poeciliidae,P. latipinna,146.0377112,5.3457281,1.5973273
WM,2017-09-30,Ictaluridae,A. natalis,45.0665281,8.1370736,1.3104392
WM,2017-09-30,Leuciscidae,C. lutrensis,45.0665281,0.13329500000000002,0.12712500000000002
WM,2017-09-30,Ictaluridae,I. punctatus,45.0665281,8.1370736,6.8266344000000005
WM,2017-09-30,Centrarchidae,L. auritus,45.0665281,36.7961595,10.1351636
WM,2017-09-30,Centrarchidae,L. cyanellus,45.0665281,36.7961595,2.2788781
WM,2017-09-30,Centrarchidae,L. macrochirus,45.0665281,36.7961595,0.09179999999999999
WM,2017-09-30,Centrarchidae,L. megalotis,45.0665281,36.7961595,24.2903178
WM,2017-09-30,Leuciscidae,P. vigilax,45.0665281,0.13329500000000002,0.006169999999999999
WM,2017-11-03,Leuciscidae,C. venusta,175.9903102,0.3635328,0.3158087
WM,2017-11-03,Poeciliidae,G. affinis,175.9903102,0.8624869000000001,0.8624869000000001
WM,2017-11-03,Centrarchidae,L. gulosus,175.9903102,16.0559099,0.1698811
WM,2017-11-03,Centrarchidae,L. macrochirus,175.9903102,16.0559099,0.5459792
WM,2017-11-03,Centrarchidae,L. megalotis,175.9903102,16.0559099,13.743922
WM,2017-11-03,Centrarchidae,L. microlophus,175.9903102,16.0559099,0.7682024
WM,2017-11-03,Centrarchidae,L. miniatus,175.9903102,16.0559099,0.8279252000000001
WM,2017-11-03,Lepisosteidae,L. oculatus,175.9903102,158.7083806,158.7083806
WM,2017-11-03,Leuciscidae,N. texanus,175.9903102,0.3635328,0.0477241
WM,2017-12-02,Ictaluridae,A. natalis,106.0652025,13.3595349,5.3702842
WM,2017-12-02,Aphredoderidae,A. sayanus,106.0652025,0.210278,0.210278
WM,2017-12-02,Leuciscidae,C. lutrensis,106.0652025,3.2770301,2.287518
WM,2017-12-02,Leuciscidae,C. venusta,106.0652025,3.2770301,0.9104143
WM,2017-12-02,Poeciliidae,G. affinis,106.0652025,1.0729726,1.0729726
WM,2017-12-02,Ictaluridae,I. punctatus,106.0652025,13.3595349,7.5799353
WM,2017-12-02,Centrarchidae,L. cyanellus,106.0652025,75.607289,3.8222166
WM,2017-12-02,Centrarchidae,L. gulosus,106.0652025,75.607289,1.1489367000000001
WM,2017-12-02,Centrarchidae,L. humilis,106.0652025,75.607289,0.1674128
WM,2017-12-02,Centrarchidae,L. macrochirus,106.0652025,75.607289,4.1180474
WM,2017-12-02,Centrarchidae,L. megalotis,106.0652025,75.607289,30.0181837
WM,2017-12-02,Lepisosteidae,L. oculatus,106.0652025,12.5380979,12.5380979
WM,2017-12-02,Centrarchidae,M. salmoides,106.0652025,75.607289,36.3324918
WM,2017-12-02,Ictaluridae,N. gyrinus,106.0652025,13.3595349,0.4093154
WM,2017-12-02,Leuciscidae,N. texanus,106.0652025,3.2770301,0.0316539
WM,2017-12-02,Leuciscidae,P. vigilax,106.0652025,3.2770301,0.0474439
WM,2018-02-09,Pecidae,E. gracile,41.1652812,0.068716,0.068716
WM,2018-02-09,Poeciliidae,G. affinis,41.1652812,0.4853412,0.4853412
WM,2018-02-09,Ictaluridae,I. punctatus,41.1652812,0.7389761,0.7389761
WM,2018-02-09,Centrarchidae,L. cyanellus,41.1652812,13.9214556,2.1184892
WM,2018-02-09,Centrarchidae,L. gulosus,41.1652812,13.9214556,1.8436417999999999
WM,2018-02-09,Centrarchidae,L. humilis,41.1652812,13.9214556,0.187513
WM,2018-02-09,Centrarchidae,L. macrochirus,41.1652812,13.9214556,0.534698
WM,2018-02-09,Centrarchidae,L. megalotis,41.1652812,13.9214556,9.2371136
WM,2018-02-09,Lepisosteidae,L. oculatus,41.1652812,25.820999300000004,25.820999300000004
WM,2018-02-09,Leuciscidae,N. texanus,41.1652812,0.129793,0.0847895
WM,2018-02-09,Leuciscidae,P. vigilax,41.1652812,0.129793,0.0450035
WM,2018-03-02,Leuciscidae,C. lutrensis,96.97224010000001,0.696719,0.1888111
WM,2018-03-02,Pecidae,E. gracile,96.97224010000001,0.045276399999999994,0.045276399999999994
WM,2018-03-02,Poeciliidae,G. affinis,96.97224010000001,1.3848107,1.3848107
WM,2018-03-02,Ictaluridae,I. punctatus,96.97224010000001,0.08494349999999999,0.08494349999999999
WM,2018-03-02,Centrarchidae,L. cyanellus,96.97224010000001,38.1401017,3.7522815
WM,2018-03-02,Centrarchidae,L. gulosus,96.97224010000001,38.1401017,2.643339
WM,2018-03-02,Centrarchidae,L. macrochirus,96.97224010000001,38.1401017,6.4945507
WM,2018-03-02,Centrarchidae,L. megalotis,96.97224010000001,38.1401017,22.6461338
WM,2018-03-02,Centrarchidae,L. microlophus,96.97224010000001,38.1401017,0.5474976
WM,2018-03-02,Lepisosteidae,L. oculatus,96.97224010000001,56.6203888,56.6203888
WM,2018-03-02,Centrarchidae,P. annularis,96.97224010000001,38.1401017,2.0562991
WM,2018-03-02,Leuciscidae,P. vigilax,96.97224010000001,0.696719,0.5079079
WM,2018-03-31,Leuciscidae,C. lutrensis,2.1264708999999997,0.2089685,0.0548998
WM,2018-03-31,Leuciscidae,C. venusta,2.1264708999999997,0.2089685,0.12694060000000001
WM,2018-03-31,Pecidae,E. gracile,2.1264708999999997,0.0553236,0.0553236
WM,2018-03-31,Fundulidae,F. chrysotus,2.1264708999999997,9.75e-4,9.75e-4
WM,2018-03-31,Poeciliidae,G. affinis,2.1264708999999997,0.31672110000000003,0.31672110000000003
WM,2018-03-31,Centrarchidae,L. macrochirus,2.1264708999999997,1.5444826999999999,1.5444826999999999
WM,2018-03-31,Leuciscidae,N. texanus,2.1264708999999997,0.2089685,0.008
WM,2018-03-31,Leuciscidae,P. vigilax,2.1264708999999997,0.2089685,0.0191281
WM,2018-05-04,Leuciscidae,C. lutrensis,46.89891849999999,0.051661700000000005,0.051661700000000005
WM,2018-05-04,Poeciliidae,G. affinis,46.89891849999999,0.2573366,0.2573366
WM,2018-05-04,Centrarchidae,L. cyanellus,46.89891849999999,10.8177867,0.0721843
WM,2018-05-04,Centrarchidae,L. gulosus,46.89891849999999,10.8177867,0.0735258
WM,2018-05-04,Centrarchidae,L. macrochirus,46.89891849999999,10.8177867,1.6518357000000001
WM,2018-05-04,Centrarchidae,L. megalotis,46.89891849999999,10.8177867,9.0202409
WM,2018-05-04,Lepisosteidae,L. oculatus,46.89891849999999,35.772133499999995,35.772133499999995
WM,2018-06-04,Ictaluridae,A. natalis,53.639582,2.5477513,2.5477513
WM,2018-06-04,Aphredoderidae,A. sayanus,53.639582,0.033877000000000004,0.033877000000000004
WM,2018-06-04,Leuciscidae,C. venusta,53.639582,0.075394,0.075394
