site_code,collection_date,lowest_taxon,L_mu_spe,L_me_spe,L_sd_spe,L_n_spe,family,L_mu_fam,L_me_fam,L_sd_fam,L_n_fam,L_mu_com,L_me_com,L_sd_com,L_n_com
EM,2018-03-09,D. cepedianum,229.14600000000002,229.14600000000002,9.215015572423095,2,Clupeidae,229.14600000000002,229.14600000000002,9.215015572423095,2,59.11654430379747,45,61.83611515621493,158
EM,2018-03-09,E. gracile,46,46,1.4142135623730951,2,Pecidae,46,46,1.4142135623730951,2,59.11654430379747,45,61.83611515621493,158
EM,2018-03-09,G. affinis,33,33,7.937253933193772,27,Poeciliidae,33,33,7.937253933193772,27,59.11654430379747,45,61.83611515621493,158
EM,2018-03-09,L. auritus,43.97983333333333,43.806,13.249247788711127,6,Centrarchidae,58.604755319148936,53.503,35.028651634434695,94,59.11654430379747,45,61.83611515621493,158
EM,2018-03-09,L. gulosus,85,85,NA,1,Centrarchidae,58.604755319148936,53.503,35.028651634434695,94,59.11654430379747,45,61.83611515621493,158
EM,2018-03-09,L. macrochirus,63.414857142857144,60.416,26.280852037637132,14,Centrarchidae,58.604755319148936,53.503,35.028651634434695,94,59.11654430379747,45,61.83611515621493,158
EM,2018-03-09,L. megalotis,56.094500000000004,51.183,31.613722537914217,72,Centrarchidae,58.604755319148936,53.503,35.028651634434695,94,59.11654430379747,45,61.83611515621493,158
EM,2018-03-09,L. oculatus,502.5,502.5,74.24621202458749,2,Lepisosteidae,502.5,502.5,74.24621202458749,2,59.11654430379747,45,61.83611515621493,158
EM,2018-03-09,N. gyrinus,65.39500000000001,65.39500000000001,NA,1,Ictaluridae,65.39500000000001,65.39500000000001,NA,1,59.11654430379747,45,61.83611515621493,158
EM,2018-03-09,P. nigromaculatus,233.356,233.356,NA,1,Centrarchidae,58.604755319148936,53.503,35.028651634434695,94,59.11654430379747,45,61.83611515621493,158
EM,2018-03-09,P. vigilax,44.31,42.525,9.27084564359522,20,Leuciscidae,43.996,42.525,8.889812053402906,30,59.11654430379747,45,61.83611515621493,158
EM,2018-03-31,C. lutrensis,41.382285714285715,40.588,10.850501483058856,28,Leuciscidae,45.451156250000004,44.29,12.363503976558306,64,43.90720161290323,42.325,14.238025162790574,124
EM,2018-03-31,G. affinis,32.12903225806452,32,9.337172789389983,31,Poeciliidae,32.12903225806452,32,9.337172789389983,31,43.90720161290323,42.325,14.238025162790574,124
EM,2018-03-31,L. macrochirus,60.928,60.928,0.7240773439350253,2,Centrarchidae,52.39607142857143,52.734,14.141273571249913,28,43.90720161290323,42.325,14.238025162790574,124
EM,2018-03-31,L. megalotis,51.739769230769234,50.149,14.480373954584717,26,Centrarchidae,52.39607142857143,52.734,14.141273571249913,28,43.90720161290323,42.325,14.238025162790574,124
EM,2018-03-31,N. gyrinus,72.529,72.529,NA,1,Ictaluridae,72.529,72.529,NA,1,43.90720161290323,42.325,14.238025162790574,124
EM,2018-03-31,N. texanus,35.52,35.52,NA,1,Leuciscidae,45.451156250000004,44.29,12.363503976558306,64,43.90720161290323,42.325,14.238025162790574,124
EM,2018-03-31,P. vigilax,48.99,48.3,12.661467715311776,35,Leuciscidae,45.451156250000004,44.29,12.363503976558306,64,43.90720161290323,42.325,14.238025162790574,124
EM,2018-05-04,C. lutrensis,47.64042105263158,47.816,9.459360739005744,19,Leuciscidae,49.98574285714286,49.35,9.378130565444321,35,83.36019186046512,67.605,68.25077329050895,172
EM,2018-05-04,C. venusta,73.633,73.633,NA,1,Leuciscidae,49.98574285714286,49.35,9.378130565444321,35,83.36019186046512,67.605,68.25077329050895,172
EM,2018-05-04,D. cepedianum,141.542,193.308,97.28240661085641,3,Clupeidae,141.542,193.308,97.28240661085641,3,83.36019186046512,67.605,68.25077329050895,172
EM,2018-05-04,G. affinis,28.454545454545453,29,6.9478577470129075,11,Poeciliidae,28.454545454545453,29,6.9478577470129075,11,83.36019186046512,67.605,68.25077329050895,172
EM,2018-05-04,L. cyanellus,71.346,71.346,3.577960312803932,2,Centrarchidae,84.72125423728814,77.687,35.26454931630092,118,83.36019186046512,67.605,68.25077329050895,172
EM,2018-05-04,L. gulosus,67.5,67.5,0.7071067811865476,2,Centrarchidae,84.72125423728814,77.687,35.26454931630092,118,83.36019186046512,67.605,68.25077329050895,172
EM,2018-05-04,L. macrochirus,83.49751351351351,79.872,29.913533575607197,37,Centrarchidae,84.72125423728814,77.687,35.26454931630092,118,83.36019186046512,67.605,68.25077329050895,172
EM,2018-05-04,L. megalotis,86.104,79.61800000000001,38.4090644866136,77,Centrarchidae,84.72125423728814,77.687,35.26454931630092,118,83.36019186046512,67.605,68.25077329050895,172
EM,2018-05-04,L. oculatus,445,435,87.36894948054105,4,Lepisosteidae,445,435,87.36894948054105,4,83.36019186046512,67.605,68.25077329050895,172
EM,2018-05-04,N. gyrinus,73.718,73.718,NA,1,Ictaluridae,73.718,73.718,NA,1,83.36019186046512,67.605,68.25077329050895,172
EM,2018-05-04,P. vigilax,51.38,50.400000000000006,7.0039988577954535,15,Leuciscidae,49.98574285714286,49.35,9.378130565444321,35,83.36019186046512,67.605,68.25077329050895,172
EM,2018-06-04,C. lutrensis,61.16,61.16,NA,1,Leuciscidae,61.16,61.16,NA,1,58.3199375,45.806,54.13927708275805,64
EM,2018-06-04,D. cepedianum,41.60215384615385,41.268,4.783017698868813,13,Clupeidae,41.60215384615385,41.268,4.783017698868813,13,58.3199375,45.806,54.13927708275805,64
EM,2018-06-04,G. affinis,33.05263157894737,34,7.626515763443912,19,Poeciliidae,33.05263157894737,34,7.626515763443912,19,58.3199375,45.806,54.13927708275805,64
EM,2018-06-04,L. cyanellus,86.02,86.02,NA,1,Centrarchidae,62.23171428571429,61.006,13.302648956079285,28,58.3199375,45.806,54.13927708275805,64
EM,2018-06-04,L. megalotis,61.76161538461539,61.006,12.76328886792718,26,Centrarchidae,62.23171428571429,61.006,13.302648956079285,28,58.3199375,45.806,54.13927708275805,64
EM,2018-06-04,L. oculatus,253.33333333333334,300,155.34906930308057,3,Lepisosteidae,253.33333333333334,300,155.34906930308057,3,58.3199375,45.806,54.13927708275805,64
EM,2018-06-04,P. annularis,50.666,50.666,NA,1,Centrarchidae,62.23171428571429,61.006,13.302648956079285,28,58.3199375,45.806,54.13927708275805,64
EM,2018-07-05,A. natalis,246.71499999999995,246.71499999999995,NA,1,Ictaluridae,246.71499999999995,246.71499999999995,NA,1,134.05544444444445,67.21000000000001,174.19674690354518,9
EM,2018-07-05,C. lutrensis,47.816,47.816,NA,1,Leuciscidae,44.73866666666667,44.400000000000006,2.9227530400862367,3,134.05544444444445,67.21000000000001,174.19674690354518,9
EM,2018-07-05,L. megalotis,65.142,71.863,21.640016820695866,4,Centrarchidae,65.142,71.863,21.640016820695866,4,134.05544444444445,67.21000000000001,174.19674690354518,9
EM,2018-07-05,L. oculatus,565,565,NA,1,Lepisosteidae,565,565,NA,1,134.05544444444445,67.21000000000001,174.19674690354518,9
EM,2018-07-05,N. texanus,44.400000000000006,44.400000000000006,NA,1,Leuciscidae,44.73866666666667,44.400000000000006,2.9227530400862367,3,134.05544444444445,67.21000000000001,174.19674690354518,9
EM,2018-07-05,P. vigilax,42,42,NA,1,Leuciscidae,44.73866666666667,44.400000000000006,2.9227530400862367,3,134.05544444444445,67.21000000000001,174.19674690354518,9
EM,2018-09-01,D. cepedianum,137.922,137.922,NA,1,Clupeidae,137.922,137.922,NA,1,106.3897,58.717,142.30749769792465,30
EM,2018-09-01,G. affinis,23.25,22.5,6.743683913653777,12,Poeciliidae,23.25,22.5,6.743683913653777,12,106.3897,58.717,142.30749769792465,30
EM,2018-09-01,I. punctatus,70.33,70.33,NA,1,Ictaluridae,70.33,70.33,NA,1,106.3897,58.717,142.30749769792465,30
EM,2018-09-01,L. auritus,42.763,42.763,NA,1,Centrarchidae,77.95325,79.255,33.02209164435502,12,106.3897,58.717,142.30749769792465,30
EM,2018-09-01,L. cyanellus,80.96000000000001,80.96000000000001,NA,1,Centrarchidae,77.95325,79.255,33.02209164435502,12,106.3897,58.717,142.30749769792465,30
EM,2018-09-01,L. macrochirus,70.144,80.896,33.17981227192221,6,Centrarchidae,77.95325,79.255,33.02209164435502,12,106.3897,58.717,142.30749769792465,30
EM,2018-09-01,L. megalotis,82.03066666666666,77.55,13.494921464511503,3,Centrarchidae,77.95325,79.255,33.02209164435502,12,106.3897,58.717,142.30749769792465,30
EM,2018-09-01,L. oculatus,442.25,438.5,97.71173590379681,4,Lepisosteidae,442.25,438.5,97.71173590379681,4,106.3897,58.717,142.30749769792465,30
EM,2018-09-01,P. annularis,144.76,144.76,NA,1,Centrarchidae,77.95325,79.255,33.02209164435502,12,106.3897,58.717,142.30749769792465,30
EM,2020-01-14,G. affinis,26.571428571428573,26,4.035556254807296,7,Poeciliidae,26.571428571428573,26,4.035556254807296,7,72.98507462686567,62,76.30193065934067,67
EM,2020-01-14,I. bubalus,437.5,437.5,17.67766952966369,2,Catostomidae,437.5,437.5,17.67766952966369,2,72.98507462686567,62,76.30193065934067,67
EM,2020-01-14,L. cyanellus,69.57142857142857,70.5,8.382346703861412,14,Centrarchidae,62.56363636363636,64,26.710910266644365,55,72.98507462686567,62,76.30193065934067,67
EM,2020-01-14,L. gulosus,71.75,62.5,20.93442141545832,4,Centrarchidae,62.56363636363636,64,26.710910266644365,55,72.98507462686567,62,76.30193065934067,67
EM,2020-01-14,L. macrochirus,82.625,82.5,40.665666459206456,8,Centrarchidae,62.56363636363636,64,26.710910266644365,55,72.98507462686567,62,76.30193065934067,67
EM,2020-01-14,L. megalotis,52.37931034482759,46,24.97915387035393,29,Centrarchidae,62.56363636363636,64,26.710910266644365,55,72.98507462686567,62,76.30193065934067,67
EM,2020-01-14,L. oculatus,310,310,NA,1,Lepisosteidae,310,310,NA,1,72.98507462686567,62,76.30193065934067,67
EM,2020-01-14,N. gyrinus,39,39,5.656854249492381,2,Ictaluridae,39,39,5.656854249492381,2,72.98507462686567,62,76.30193065934067,67
EM,2020-05-30,C. venusta,51,51,14.142135623730951,2,Leuciscidae,51,51,14.142135623730951,2,67.66666666666667,55,51.48144930595398,54
EM,2020-05-30,G. affinis,29.833333333333332,30.5,6.554896388705672,6,Poeciliidae,29.833333333333332,30.5,6.554896388705672,6,67.66666666666667,55,51.48144930595398,54
EM,2020-05-30,L. cyanellus,52,52,4.242640687119285,2,Centrarchidae,63.02272727272727,57.5,22.205686089706568,44,67.66666666666667,55,51.48144930595398,54
EM,2020-05-30,L. gulosus,80.5,80.5,4.949747468305833,2,Centrarchidae,63.02272727272727,57.5,22.205686089706568,44,67.66666666666667,55,51.48144930595398,54
EM,2020-05-30,L. macrochirus,65.29411764705883,59,26.47112744548849,17,Centrarchidae,63.02272727272727,57.5,22.205686089706568,44,67.66666666666667,55,51.48144930595398,54
EM,2020-05-30,L. megalotis,60.78260869565217,55,20.104175327842928,23,Centrarchidae,63.02272727272727,57.5,22.205686089706568,44,67.66666666666667,55,51.48144930595398,54
EM,2020-05-30,L. oculatus,300,300,28.284271247461902,2,Lepisosteidae,300,300,28.284271247461902,2,67.66666666666667,55,51.48144930595398,54
EM,2020-09-08,D. petenense,204,204,NA,1,Clupeidae,204,204,NA,1,69.9074074074074,60,42.53623029243735,54
EM,2020-09-08,G. affinis,25.375,25.5,7.2886898685566255,8,Poeciliidae,25.375,25.5,7.2886898685566255,8,69.9074074074074,60,42.53623029243735,54
EM,2020-09-08,L. cyanellus,59.57142857142857,51,24.791511604156927,7,Centrarchidae,71.46511627906976,65,27.622755316870204,43,69.9074074074074,60,42.53623029243735,54
EM,2020-09-08,L. gulosus,95.33333333333333,116,39.31072796748151,3,Centrarchidae,71.46511627906976,65,27.622755316870204,43,69.9074074074074,60,42.53623029243735,54
EM,2020-09-08,L. macrochirus,73.71428571428571,70,12.893335303097304,7,Centrarchidae,71.46511627906976,65,27.622755316870204,43,69.9074074074074,60,42.53623029243735,54
EM,2020-09-08,L. megalotis,69.16,65,27.791905296326842,25,Centrarchidae,71.46511627906976,65,27.622755316870204,43,69.9074074074074,60,42.53623029243735,54
EM,2020-09-08,L. oculatus,241,241,NA,1,Lepisosteidae,241,241,NA,1,69.9074074074074,60,42.53623029243735,54
EM,2020-09-08,M. salmoides,125,125,NA,1,Centrarchidae,71.46511627906976,65,27.622755316870204,43,69.9074074074074,60,42.53623029243735,54
EM,2020-09-08,P. vigilax,54,54,NA,1,Leuciscidae,54,54,NA,1,69.9074074074074,60,42.53623029243735,54
EM,2020-11-05,C. carpio,552.5,552.5,116.67261889578035,2,Cyprinidae,552.5,552.5,116.67261889578035,2,100.11392405063292,44,140.18202336758466,79
EM,2020-11-05,C. venusta,46.333333333333336,46,2.516611478423583,3,Leuciscidae,43.833333333333336,45,4.535048695071164,6,100.11392405063292,44,140.18202336758466,79
EM,2020-11-05,E. gracile,42,42,1.4142135623730951,2,Pecidae,42,42,1.4142135623730951,2,100.11392405063292,44,140.18202336758466,79
EM,2020-11-05,G. affinis,29,29,5.627314338711377,19,Poeciliidae,29,29,5.627314338711377,19,100.11392405063292,44,140.18202336758466,79
EM,2020-11-05,I. bubalus,553,553,NA,1,Catostomidae,553,553,NA,1,100.11392405063292,44,140.18202336758466,79
EM,2020-11-05,L. cyanellus,60,60,4.242640687119285,2,Centrarchidae,63.11904761904762,56.5,43.32644231816059,42,100.11392405063292,44,140.18202336758466,79
EM,2020-11-05,L. gulosus,56,55,3.5355339059327378,5,Centrarchidae,63.11904761904762,56.5,43.32644231816059,42,100.11392405063292,44,140.18202336758466,79
EM,2020-11-05,L. macrochirus,59.333333333333336,52.5,32.879458990826045,18,Centrarchidae,63.11904761904762,56.5,43.32644231816059,42,100.11392405063292,44,140.18202336758466,79
EM,2020-11-05,L. megalotis,56.5,58.5,26.685826450258823,16,Centrarchidae,63.11904761904762,56.5,43.32644231816059,42,100.11392405063292,44,140.18202336758466,79
EM,2020-11-05,L. oculatus,386,365,112.30167704298394,7,Lepisosteidae,386,365,112.30167704298394,7,100.11392405063292,44,140.18202336758466,79
EM,2020-11-05,N. texanus,41.333333333333336,40,5.131601439446884,3,Leuciscidae,43.833333333333336,45,4.535048695071164,6,100.11392405063292,44,140.18202336758466,79
EM,2020-11-05,P. annularis,279,279,NA,1,Centrarchidae,63.11904761904762,56.5,43.32644231816059,42,100.11392405063292,44,140.18202336758466,79
GC,2017-10-03,G. affinis,30.75,30.5,6.075908711186061,4,Poeciliidae,30.75,30.5,6.075908711186061,4,54.27945454545455,53.775999999999996,16.06732055691888,22
GC,2017-10-03,L. auritus,59.6596,52.15,18.41419379989252,5,Centrarchidae,63.491800000000005,56.0065,15.177839480271524,10,54.27945454545455,53.775999999999996,16.06732055691888,22
GC,2017-10-03,L. cyanellus,70.587,74.382,10.911312478341001,4,Centrarchidae,63.491800000000005,56.0065,15.177839480271524,10,54.27945454545455,53.775999999999996,16.06732055691888,22
GC,2017-10-03,L. macrochirus,54.272,54.272,NA,1,Centrarchidae,63.491800000000005,56.0065,15.177839480271524,10,54.27945454545455,53.775999999999996,16.06732055691888,22
GC,2017-10-03,N. texanus,54.52875,53.83500000000001,4.979559468467069,8,Leuciscidae,54.52875,53.83500000000001,4.979559468467069,8,54.27945454545455,53.775999999999996,16.06732055691888,22
GC,2017-11-04,E. gracile,48,48,2.8284271247461903,2,Pecidae,48,48,2.8284271247461903,2,50.25119791666667,47.052,18.96988011371811,96
GC,2017-11-04,F. chrysotus,40,40,5.873670062235365,5,Fundulidae,40,40,5.873670062235365,5,50.25119791666667,47.052,18.96988011371811,96
GC,2017-11-04,G. affinis,31.772727272727273,31.5,7.425386430103394,22,Poeciliidae,31.772727272727273,31.5,7.425386430103394,22,50.25119791666667,47.052,18.96988011371811,96
GC,2017-11-04,L. auritus,95.956,95.956,NA,1,Centrarchidae,57.57235483870968,53.760000000000005,18.55220159627279,62,50.25119791666667,47.052,18.96988011371811,96
GC,2017-11-04,L. gulosus,48.333333333333336,47,6.110100926607787,3,Centrarchidae,57.57235483870968,53.760000000000005,18.55220159627279,62,50.25119791666667,47.052,18.96988011371811,96
GC,2017-11-04,L. macrochirus,54.002526315789474,51.2,17.120655657773355,19,Centrarchidae,57.57235483870968,53.760000000000005,18.55220159627279,62,50.25119791666667,47.052,18.96988011371811,96
GC,2017-11-04,L. megalotis,57.169315789473686,56.353,15.08002148020777,38,Centrarchidae,57.57235483870968,53.760000000000005,18.55220159627279,62,50.25119791666667,47.052,18.96988011371811,96
GC,2017-11-04,M. salmoides,130.048,130.048,NA,1,Centrarchidae,57.57235483870968,53.760000000000005,18.55220159627279,62,50.25119791666667,47.052,18.96988011371811,96
GC,2017-11-04,N. gyrinus,60.639,60.639,NA,1,Ictaluridae,60.639,60.639,NA,1,50.25119791666667,47.052,18.96988011371811,96
GC,2017-11-04,N. texanus,55.13,57.720000000000006,5.475499977171036,3,Leuciscidae,49.7475,53.28,11.656441352316754,4,50.25119791666667,47.052,18.96988011371811,96
GC,2017-11-04,P. vigilax,33.6,33.6,NA,1,Leuciscidae,49.7475,53.28,11.656441352316754,4,50.25119791666667,47.052,18.96988011371811,96
GC,2017-12-03,A. natalis,167.6655,167.6655,74.7659355087596,2,Ictaluridae,167.6655,167.6655,74.7659355087596,2,54.97490721649485,44,53.596756985047314,97
GC,2017-12-03,E. gracile,48.666666666666664,49,1.5275252316519468,3,Pecidae,48.666666666666664,49,1.5275252316519468,3,54.97490721649485,44,53.596756985047314,97
GC,2017-12-03,F. chrysotus,43.666666666666664,43,4.041451884327381,3,Fundulidae,43.666666666666664,43,4.041451884327381,3,54.97490721649485,44,53.596756985047314,97
GC,2017-12-03,G. affinis,29.806451612903224,30,9.414242241903876,31,Poeciliidae,29.806451612903224,30,9.414242241903876,31,54.97490721649485,44,53.596756985047314,97
GC,2017-12-03,L. auritus,59.45099999999999,49.020999999999994,24.65983761098195,3,Centrarchidae,54.51721153846154,50.176,18.14581984633239,52,54.97490721649485,44,53.596756985047314,97
GC,2017-12-03,L. cyanellus,66.332,64.768,8.037136007310066,11,Centrarchidae,54.51721153846154,50.176,18.14581984633239,52,54.97490721649485,44,53.596756985047314,97
GC,2017-12-03,L. gulosus,41.333333333333336,39.5,8.846845012017937,6,Centrarchidae,54.51721153846154,50.176,18.14581984633239,52,54.97490721649485,44,53.596756985047314,97
GC,2017-12-03,L. macrochirus,52.6336,51.2,12.29896653498055,15,Centrarchidae,54.51721153846154,50.176,18.14581984633239,52,54.97490721649485,44,53.596756985047314,97
GC,2017-12-03,L. megalotis,48.120769230769234,45.496,14.516659017337325,13,Centrarchidae,54.51721153846154,50.176,18.14581984633239,52,54.97490721649485,44,53.596756985047314,97
GC,2017-12-03,L. microlophus,43.5,43.5,4.949747468305833,2,Centrarchidae,54.51721153846154,50.176,18.14581984633239,52,54.97490721649485,44,53.596756985047314,97
GC,2017-12-03,L. miniatus,88.40799999999999,88.40799999999999,63.967707853259824,2,Centrarchidae,54.51721153846154,50.176,18.14581984633239,52,54.97490721649485,44,53.596756985047314,97
GC,2017-12-03,L. oculatus,373,373,52.32590180780452,2,Lepisosteidae,373,373,52.32590180780452,2,54.97490721649485,44,53.596756985047314,97
GC,2017-12-03,N. texanus,53.835,53.83500000000001,6.31172718041583,4,Leuciscidae,53.835,53.83500000000001,6.31172718041583,4,54.97490721649485,44,53.596756985047314,97
GC,2018-02-11,E. gracile,50,50,NA,1,Pecidae,50,50,NA,1,68.96375757575758,51.6285,69.06329091405063,66
GC,2018-02-11,F. chrysotus,43.666666666666664,46,5.8594652770823155,3,Fundulidae,43.666666666666664,46,5.8594652770823155,3,68.96375757575758,51.6285,69.06329091405063,66
GC,2018-02-11,G. affinis,32.666666666666664,26.5,17.169387839637114,12,Poeciliidae,32.666666666666664,26.5,17.169387839637114,12,68.96375757575758,51.6285,69.06329091405063,66
GC,2018-02-11,L. auritus,51.246066666666664,50.06399999999999,7.941946931745808,15,Centrarchidae,62.16818421052631,52.995999999999995,29.024242593051152,38,68.96375757575758,51.6285,69.06329091405063,66
GC,2018-02-11,L. cyanellus,71.852,71.852,4.293552375364719,2,Centrarchidae,62.16818421052631,52.995999999999995,29.024242593051152,38,68.96375757575758,51.6285,69.06329091405063,66
GC,2018-02-11,L. gulosus,57,57,NA,1,Centrarchidae,62.16818421052631,52.995999999999995,29.024242593051152,38,68.96375757575758,51.6285,69.06329091405063,66
GC,2018-02-11,L. macrochirus,69.97333333333333,51.2,53.033578535364434,6,Centrarchidae,62.16818421052631,52.995999999999995,29.024242593051152,38,68.96375757575758,51.6285,69.06329091405063,66
GC,2018-02-11,L. megalotis,63.4876,58.42100000000001,22.05435791251546,10,Centrarchidae,62.16818421052631,52.995999999999995,29.024242593051152,38,68.96375757575758,51.6285,69.06329091405063,66
GC,2018-02-11,L. miniatus,46.260000000000005,46.260000000000005,5.815246168478164,2,Centrarchidae,62.16818421052631,52.995999999999995,29.024242593051152,38,68.96375757575758,51.6285,69.06329091405063,66
GC,2018-02-11,L. oculatus,358,377,43.71498598878879,3,Lepisosteidae,358,377,43.71498598878879,3,68.96375757575758,51.6285,69.06329091405063,66
GC,2018-02-11,M. salmoides,122.88,122.88,39.10017657249133,2,Centrarchidae,62.16818421052631,52.995999999999995,29.024242593051152,38,68.96375757575758,51.6285,69.06329091405063,66
GC,2018-02-11,N. gyrinus,74.90700000000001,74.90700000000001,NA,1,Ictaluridae,74.90700000000001,74.90700000000001,NA,1,68.96375757575758,51.6285,69.06329091405063,66
GC,2018-02-11,N. texanus,58.41375000000001,58.830000000000005,6.917650173908148,8,Leuciscidae,58.41375000000001,58.830000000000005,6.917650173908148,8,68.96375757575758,51.6285,69.06329091405063,66
GC,2018-03-30,F. chrysotus,61.666666666666664,64,10.692676621563626,3,Fundulidae,61.666666666666664,64,10.692676621563626,3,56.067485714285716,51.35,22.661321507280082,70
GC,2018-03-30,G. affinis,38.32142857142857,37.5,9.710832330457803,28,Poeciliidae,38.32142857142857,37.5,9.710832330457803,28,56.067485714285716,51.35,22.661321507280082,70
GC,2018-03-30,L. auritus,68.4208,66.752,7.397216010094612,5,Centrarchidae,68.56362162162162,67.21000000000001,22.243434434995958,37,56.067485714285716,51.35,22.661321507280082,70
GC,2018-03-30,L. cyanellus,89.8656,85.008,23.15910647671883,5,Centrarchidae,68.56362162162162,67.21000000000001,22.243434434995958,37,56.067485714285716,51.35,22.661321507280082,70
GC,2018-03-30,L. gulosus,61,61,NA,1,Centrarchidae,68.56362162162162,67.21000000000001,22.243434434995958,37,56.067485714285716,51.35,22.661321507280082,70
GC,2018-03-30,L. macrochirus,48.896,47.616,9.65587296243414,4,Centrarchidae,68.56362162162162,67.21000000000001,22.243434434995958,37,56.067485714285716,51.35,22.661321507280082,70
GC,2018-03-30,L. megalotis,63.2291,67.727,18.19083823160497,20,Centrarchidae,68.56362162162162,67.21000000000001,22.243434434995958,37,56.067485714285716,51.35,22.661321507280082,70
GC,2018-03-30,M. salmoides,112.128,112.128,25.342707037725866,2,Centrarchidae,68.56362162162162,67.21000000000001,22.243434434995958,37,56.067485714285716,51.35,22.661321507280082,70
GC,2018-03-30,N. texanus,64.935,64.935,0.7848885271170674,2,Leuciscidae,64.935,64.935,0.7848885271170674,2,56.067485714285716,51.35,22.661321507280082,70
GC,2018-05-04,F. grandis,58.916666666666664,58.5,5.5507302276913135,12,Fundulidae,58.916666666666664,58.5,5.5507302276913135,12,81.91387692307693,59.972,90.50208036412542,65
GC,2018-05-04,G. affinis,36.2,36.5,4.802776974487434,10,Poeciliidae,36.2,36.5,4.802776974487434,10,81.91387692307693,59.972,90.50208036412542,65
GC,2018-05-04,L. cyanellus,67.298,67.298,9.302696813290224,2,Centrarchidae,66.82148571428571,65.142,22.621007983693374,35,81.91387692307693,59.972,90.50208036412542,65
GC,2018-05-04,L. gulosus,72,79,15.716233645501712,3,Centrarchidae,66.82148571428571,65.142,22.621007983693374,35,81.91387692307693,59.972,90.50208036412542,65
GC,2018-05-04,L. macrochirus,72.32000000000001,72.70400000000001,6.497992657077151,8,Centrarchidae,66.82148571428571,65.142,22.621007983693374,35,81.91387692307693,59.972,90.50208036412542,65
GC,2018-05-04,L. megalotis,60.75980952380952,54.802,23.41252012838227,21,Centrarchidae,66.82148571428571,65.142,22.621007983693374,35,81.91387692307693,59.972,90.50208036412542,65
GC,2018-05-04,L. miniatus,133.64,133.64,NA,1,Centrarchidae,66.82148571428571,65.142,22.621007983693374,35,81.91387692307693,59.972,90.50208036412542,65
GC,2018-05-04,L. oculatus,419.5,396.5,66.26462102811726,4,Lepisosteidae,419.5,396.5,66.26462102811726,4,81.91387692307693,59.972,90.50208036412542,65
GC,2018-05-04,N. texanus,59.6625,59.385000000000005,3.056701653743784,4,Leuciscidae,59.6625,59.385000000000005,3.056701653743784,4,81.91387692307693,59.972,90.50208036412542,65
GC,2018-06-06,G. affinis,27.17391304347826,26,8.54747264035103,23,Poeciliidae,27.17391304347826,26,8.54747264035103,23,51.059031250000004,36.932,51.391558139126914,64
GC,2018-06-06,L. auritus,83.78766666666667,82.39699999999999,28.826577831346313,6,Centrarchidae,74.10091666666666,70.78999999999999,28.938592375725637,24,51.059031250000004,36.932,51.391558139126914,64
GC,2018-06-06,L. cyanellus,88.044,88.044,NA,1,Centrarchidae,74.10091666666666,70.78999999999999,28.938592375725637,24,51.059031250000004,36.932,51.391558139126914,64
GC,2018-06-06,L. macrochirus,70.784,68.608,24.523753989026346,8,Centrarchidae,74.10091666666666,70.78999999999999,28.938592375725637,24,51.059031250000004,36.932,51.391558139126914,64
GC,2018-06-06,L. megalotis,75.482,71.863,32.99740096431839,6,Centrarchidae,74.10091666666666,70.78999999999999,28.938592375725637,24,51.059031250000004,36.932,51.391558139126914,64
GC,2018-06-06,L. microlophus,105,105,NA,1,Centrarchidae,74.10091666666666,70.78999999999999,28.938592375725637,24,51.059031250000004,36.932,51.391558139126914,64
GC,2018-06-06,L. oculatus,384,384,NA,1,Lepisosteidae,384,384,NA,1,51.059031250000004,36.932,51.391558139126914,64
GC,2018-06-06,M. salmoides,31.744,31.744,7.240773439350245,2,Centrarchidae,74.10091666666666,70.78999999999999,28.938592375725637,24,51.059031250000004,36.932,51.391558139126914,64
GC,2018-06-06,N. gyrinus,30.02225,29.1305,10.727389682490331,16,Ictaluridae,30.02225,29.1305,10.727389682490331,16,51.059031250000004,36.932,51.391558139126914,64
GC,2018-07-05,G. affinis,32.5,32.5,6.363961030678928,2,Poeciliidae,32.5,32.5,6.363961030678928,2,63.74666666666667,59.972,26.044180904762587,9
GC,2018-07-05,L. macrochirus,79.616,74.24000000000001,27.8730592986609,4,Centrarchidae,72.67428571428572,61.44,21.890903146545337,7,63.74666666666667,59.972,26.044180904762587,9
GC,2018-07-05,L. megalotis,63.41866666666667,59.972,6.884711274507693,3,Centrarchidae,72.67428571428572,61.44,21.890903146545337,7,63.74666666666667,59.972,26.044180904762587,9
GC,2018-07-27,G. affinis,31.428571428571427,31,7.311439178242739,21,Poeciliidae,31.428571428571427,31,7.311439178242739,21,52.49321739130435,45.496,24.34879535022558,92
GC,2018-07-27,L. cyanellus,54.31066666666667,57.684,21.45185393697555,3,Centrarchidae,57.61242,53.508,25.959633452405782,50,52.49321739130435,45.496,24.34879535022558,92
GC,2018-07-27,L. gulosus,47,47,22.627416997969522,2,Centrarchidae,57.61242,53.508,25.959633452405782,50,52.49321739130435,45.496,24.34879535022558,92
GC,2018-07-27,L. humilis,58.65627272727272,42.599,29.800880611454787,11,Centrarchidae,57.61242,53.508,25.959633452405782,50,52.49321739130435,45.496,24.34879535022558,92
GC,2018-07-27,L. macrochirus,64.85333333333332,61.44,28.823978166334594,3,Centrarchidae,57.61242,53.508,25.959633452405782,50,52.49321739130435,45.496,24.34879535022558,92
