site_code,collection_date,lowest_taxon,L_mu_spe,L_me_spe,L_sd_spe,L_n_spe,family,L_mu_fam,L_me_fam,L_sd_fam,L_n_fam,L_mu_com,L_me_com,L_sd_com,L_n_com
GC,2018-07-27,L. megalotis,49.468736842105265,46.53,17.48062606570837,19,Centrarchidae,57.61242,53.508,25.959633452405782,50,52.49321739130435,45.496,24.34879535022558,92
GC,2018-07-27,L. microlophus,86.25,69.5,56.635530661708586,4,Centrarchidae,57.61242,53.508,25.959633452405782,50,52.49321739130435,45.496,24.34879535022558,92
GC,2018-07-27,L. miniatus,81.212,81.212,NA,1,Centrarchidae,57.61242,53.508,25.959633452405782,50,52.49321739130435,45.496,24.34879535022558,92
GC,2018-07-27,M. salmoides,59.68457142857143,59.392,7.836874012367068,7,Centrarchidae,57.61242,53.508,25.959633452405782,50,52.49321739130435,45.496,24.34879535022558,92
GC,2018-07-27,N. gyrinus,72.96136363636364,70.15100000000001,18.437343638782284,11,Ictaluridae,72.96136363636364,70.15100000000001,18.437343638782284,11,52.49321739130435,45.496,24.34879535022558,92
GC,2018-07-27,N. texanus,48.618,47.730000000000004,10.923462820919013,10,Leuciscidae,48.618,47.730000000000004,10.923462820919013,10,52.49321739130435,45.496,24.34879535022558,92
GC,2018-11-15,E. gracile,52,52,NA,1,Pecidae,52,52,NA,1,43.788105263157895,40.68,17.873059807116743,76
GC,2018-11-15,F. chrysotus,49,49,NA,1,Fundulidae,49,49,NA,1,43.788105263157895,40.68,17.873059807116743,76
GC,2018-11-15,G. affinis,32.476190476190474,33,8.292279828967711,21,Poeciliidae,32.476190476190474,33,8.292279828967711,21,43.788105263157895,40.68,17.873059807116743,76
GC,2018-11-15,L. gulosus,56,56,NA,1,Centrarchidae,48.01690566037736,46.08,19.04130087090463,53,43.788105263157895,40.68,17.873059807116743,76
GC,2018-11-15,L. macrochirus,49.208888888888886,46.592,18.37660812615381,18,Centrarchidae,48.01690566037736,46.08,19.04130087090463,53,43.788105263157895,40.68,17.873059807116743,76
GC,2018-11-15,L. megalotis,40.89,38.775000000000006,16.081236187971786,22,Centrarchidae,48.01690566037736,46.08,19.04130087090463,53,43.788105263157895,40.68,17.873059807116743,76
GC,2018-11-15,L. miniatus,54.484,53.456,22.95227274149556,9,Centrarchidae,48.01690566037736,46.08,19.04130087090463,53,43.788105263157895,40.68,17.873059807116743,76
GC,2018-11-15,M. salmoides,71.06666666666668,76.96000000000001,12.053834797828175,3,Centrarchidae,48.01690566037736,46.08,19.04130087090463,53,43.788105263157895,40.68,17.873059807116743,76
GC,2020-01-15,F. notatus,51,51,NA,1,Fundulidae,51,51,NA,1,55.52272727272727,53,24.076972960886252,88
GC,2020-01-15,G. affinis,32.22222222222222,31.5,6.975212883578667,18,Poeciliidae,32.22222222222222,31.5,6.975212883578667,18,55.52272727272727,53,24.076972960886252,88
GC,2020-01-15,L. gulosus,68,68,28.284271247461902,2,Centrarchidae,61.666666666666664,60,23.392222605630543,69,55.52272727272727,53,24.076972960886252,88
GC,2020-01-15,L. humilis,73,71.5,20.333879774078202,16,Centrarchidae,61.666666666666664,60,23.392222605630543,69,55.52272727272727,53,24.076972960886252,88
GC,2020-01-15,L. macrochirus,52.432432432432435,50,21.412017057588816,37,Centrarchidae,61.666666666666664,60,23.392222605630543,69,55.52272727272727,53,24.076972960886252,88
GC,2020-01-15,L. megalotis,66.38461538461539,68,7.467021511714711,13,Centrarchidae,61.666666666666664,60,23.392222605630543,69,55.52272727272727,53,24.076972960886252,88
GC,2020-01-15,L. microlophus,148,148,NA,1,Centrarchidae,61.666666666666664,60,23.392222605630543,69,55.52272727272727,53,24.076972960886252,88
GC,2020-05-24,F. chrysotus,59,59,NA,1,Fundulidae,58,58,1.4142135623730951,2,66.17094017094017,61,23.64656809621955,117
GC,2020-05-24,F. grandis,57,57,NA,1,Fundulidae,58,58,1.4142135623730951,2,66.17094017094017,61,23.64656809621955,117
GC,2020-05-24,G. affinis,38.72727272727273,39,7.058199615920608,11,Poeciliidae,38.72727272727273,39,7.058199615920608,11,66.17094017094017,61,23.64656809621955,117
GC,2020-05-24,L. gulosus,77.42857142857143,76,13.591367654701815,14,Centrarchidae,69.31067961165049,63,23.200333468789015,103,66.17094017094017,61,23.64656809621955,117
GC,2020-05-24,L. macrochirus,70,62,21.361959960016154,7,Centrarchidae,69.31067961165049,63,23.200333468789015,103,66.17094017094017,61,23.64656809621955,117
GC,2020-05-24,L. megalotis,74.4423076923077,71.5,22.378572963964192,52,Centrarchidae,69.31067961165049,63,23.200333468789015,103,66.17094017094017,61,23.64656809621955,117
GC,2020-05-24,L. microlophus,62.42857142857143,59,10.146545271784921,7,Centrarchidae,69.31067961165049,63,23.200333468789015,103,66.17094017094017,61,23.64656809621955,117
GC,2020-05-24,L. miniatus,75.375,59.5,37.80376965330309,8,Centrarchidae,69.31067961165049,63,23.200333468789015,103,66.17094017094017,61,23.64656809621955,117
GC,2020-05-24,M. salmoides,43.6,44,7.3853136116794085,15,Centrarchidae,69.31067961165049,63,23.200333468789015,103,66.17094017094017,61,23.64656809621955,117
GC,2020-05-24,N. texanus,61,61,NA,1,Leuciscidae,61,61,NA,1,66.17094017094017,61,23.64656809621955,117
GC,2020-09-09,C. venusta,60,60,NA,1,Leuciscidae,59,59,1.4142135623730951,2,88.01162790697674,82,27.47481321277929,172
GC,2020-09-09,G. affinis,40,40,NA,1,Poeciliidae,40,40,NA,1,88.01162790697674,82,27.47481321277929,172
GC,2020-09-09,L. auritus,102.46666666666667,85,38.01854184223171,15,Centrarchidae,88.63905325443787,82,27.27996193010286,169,88.01162790697674,82,27.47481321277929,172
GC,2020-09-09,L. cyanellus,95.75,90.5,33.668729309751704,4,Centrarchidae,88.63905325443787,82,27.27996193010286,169,88.01162790697674,82,27.47481321277929,172
GC,2020-09-09,L. gulosus,75,70.5,14.314646028075263,12,Centrarchidae,88.63905325443787,82,27.27996193010286,169,88.01162790697674,82,27.47481321277929,172
GC,2020-09-09,L. macrochirus,78.53846153846153,78,14.265981165818276,39,Centrarchidae,88.63905325443787,82,27.27996193010286,169,88.01162790697674,82,27.47481321277929,172
GC,2020-09-09,L. megalotis,95.80327868852459,90,30.03987331982341,61,Centrarchidae,88.63905325443787,82,27.27996193010286,169,88.01162790697674,82,27.47481321277929,172
GC,2020-09-09,L. microlophus,85.3913043478261,82,17.649978445608223,23,Centrarchidae,88.63905325443787,82,27.27996193010286,169,88.01162790697674,82,27.47481321277929,172
GC,2020-09-09,L. miniatus,76.72727272727273,76,10.964405219535704,11,Centrarchidae,88.63905325443787,82,27.27996193010286,169,88.01162790697674,82,27.47481321277929,172
GC,2020-09-09,M. salmoides,111.25,82.5,65.67787552390328,4,Centrarchidae,88.63905325443787,82,27.27996193010286,169,88.01162790697674,82,27.47481321277929,172
GC,2020-09-09,N. texanus,58,58,NA,1,Leuciscidae,59,59,1.4142135623730951,2,88.01162790697674,82,27.47481321277929,172
GC,2020-11-02,F. chrysotus,43.25,43,4.573474244670748,4,Fundulidae,44.5,45,4.08656334834051,6,79.47798742138365,70,65.7459472185984,159
GC,2020-11-02,F. grandis,47,47,1.4142135623730951,2,Fundulidae,44.5,45,4.08656334834051,6,79.47798742138365,70,65.7459472185984,159
GC,2020-11-02,G. affinis,35.142857142857146,36.5,10.747859485333976,14,Poeciliidae,35.142857142857146,36.5,10.747859485333976,14,79.47798742138365,70,65.7459472185984,159
GC,2020-11-02,L. auritus,90.18181818181819,89,14.40706897198859,11,Centrarchidae,76.47058823529412,73.5,26.394427351374222,136,79.47798742138365,70,65.7459472185984,159
GC,2020-11-02,L. cyanellus,51.31578947368421,50,11.140779104906779,19,Centrarchidae,76.47058823529412,73.5,26.394427351374222,136,79.47798742138365,70,65.7459472185984,159
GC,2020-11-02,L. gulosus,64,68,13.9522996909709,7,Centrarchidae,76.47058823529412,73.5,26.394427351374222,136,79.47798742138365,70,65.7459472185984,159
GC,2020-11-02,L. macrochirus,77.72413793103448,71,32.875193157199135,29,Centrarchidae,76.47058823529412,73.5,26.394427351374222,136,79.47798742138365,70,65.7459472185984,159
GC,2020-11-02,L. megalotis,81.94736842105263,84,15.61506994402283,19,Centrarchidae,76.47058823529412,73.5,26.394427351374222,136,79.47798742138365,70,65.7459472185984,159
GC,2020-11-02,L. microlophus,84.37837837837837,80,29.227414215796472,37,Centrarchidae,76.47058823529412,73.5,26.394427351374222,136,79.47798742138365,70,65.7459472185984,159
GC,2020-11-02,L. miniatus,74,68,22.045407685048602,11,Centrarchidae,76.47058823529412,73.5,26.394427351374222,136,79.47798742138365,70,65.7459472185984,159
GC,2020-11-02,L. oculatus,492.6666666666667,415,139.7509689888887,3,Lepisosteidae,492.6666666666667,415,139.7509689888887,3,79.47798742138365,70,65.7459472185984,159
GC,2020-11-02,M. salmoides,79.33333333333333,82,7.371114795831994,3,Centrarchidae,76.47058823529412,73.5,26.394427351374222,136,79.47798742138365,70,65.7459472185984,159
MR,2017-09-26,A. mitchilli,37.85388888888889,43.563,14.045408292787759,9,Engraulidae,37.85388888888889,43.563,14.045408292787759,9,35.7303125,34.5,10.6425447691095,16
MR,2017-09-26,G. affinis,33,33,2.160246899469287,7,Poeciliidae,33,33,2.160246899469287,7,35.7303125,34.5,10.6425447691095,16
MR,2017-10-31,A. monticola,140.79999999999998,140.79999999999998,161.78603153548207,2,Mugilidae,140.79999999999998,140.79999999999998,161.78603153548207,2,43.70946031746032,40,31.045364487402267,63
MR,2017-10-31,C. lutrensis,50.040000000000006,50.040000000000006,NA,1,Leuciscidae,50.040000000000006,50.040000000000006,NA,1,43.70946031746032,40,31.045364487402267,63
MR,2017-10-31,G. affinis,33.625,33.5,9.757544640910172,32,Poeciliidae,35.390243902439025,37,9.42039821021513,41,43.70946031746032,40,31.045364487402267,63
MR,2017-10-31,H. cyanoguttatum,86,86,NA,1,Cichlidae,86,86,NA,1,43.70946031746032,40,31.045364487402267,63
MR,2017-10-31,L. gulosus,57.2,55.5,15.164285527368428,10,Centrarchidae,49.16977777777778,43.504000000000005,18.74922159813435,18,43.70946031746032,40,31.045364487402267,63
MR,2017-10-31,L. macrochirus,32.768,32.768,10.70720828850048,4,Centrarchidae,49.16977777777778,43.504000000000005,18.74922159813435,18,43.70946031746032,40,31.045364487402267,63
MR,2017-10-31,L. megalotis,45.496,38.257999999999996,24.410577161004067,4,Centrarchidae,49.16977777777778,43.504000000000005,18.74922159813435,18,43.70946031746032,40,31.045364487402267,63
MR,2017-10-31,P. formosa,40,40,NA,1,Poeciliidae,35.390243902439025,37,9.42039821021513,41,43.70946031746032,40,31.045364487402267,63
MR,2017-10-31,P. latipinna,41.875,41.5,4.4860896112315904,8,Poeciliidae,35.390243902439025,37,9.42039821021513,41,43.70946031746032,40,31.045364487402267,63
MR,2017-12-05,A. mitchilli,36.861,36.861,NA,1,Engraulidae,36.861,36.861,NA,1,42.66788421052632,34,36.53089695617424,95
MR,2017-12-05,A. monticola,40.150000000000006,40.150000000000006,7.00035713374682,2,Mugilidae,40.150000000000006,40.150000000000006,7.00035713374682,2,42.66788421052632,34,36.53089695617424,95
MR,2017-12-05,A. rostrata,355,355,NA,1,Anguillidae,355,355,NA,1,42.66788421052632,34,36.53089695617424,95
MR,2017-12-05,A. xenica,39,39,NA,1,Fundulidae,53.5,53,19.647631199834393,18,42.66788421052632,34,36.53089695617424,95
MR,2017-12-05,C. variegatus,30.23076923076923,29,6.495560614166239,13,Cyprinodontidae,30.23076923076923,29,6.495560614166239,13,42.66788421052632,34,36.53089695617424,95
MR,2017-12-05,F. chrysotus,48,48,NA,1,Fundulidae,53.5,53,19.647631199834393,18,42.66788421052632,34,36.53089695617424,95
MR,2017-12-05,F. grandis,54.75,60,20.489021450523204,16,Fundulidae,53.5,53,19.647631199834393,18,42.66788421052632,34,36.53089695617424,95
MR,2017-12-05,G. affinis,32.44827586206897,32,9.443766677763668,29,Poeciliidae,31.3125,31,8.092960560777364,48,42.66788421052632,34,36.53089695617424,95
MR,2017-12-05,H. cyanoguttatum,60.666666666666664,63,15.845083359410472,6,Cichlidae,60.666666666666664,63,15.845083359410472,6,42.66788421052632,34,36.53089695617424,95
MR,2017-12-05,L. gulosus,90,90,NA,1,Centrarchidae,69.547,68.761,19.71260446178198,4,42.66788421052632,34,36.53089695617424,95
MR,2017-12-05,L. megalotis,62.72933333333333,54.802,17.435500834026342,3,Centrarchidae,69.547,68.761,19.71260446178198,4,42.66788421052632,34,36.53089695617424,95
MR,2017-12-05,M. beryllina,40.05,40.05,8.307090465379558,2,Atherinopsidae,40.05,40.05,8.307090465379558,2,42.66788421052632,34,36.53089695617424,95
MR,2017-12-05,P. formosa,31,31,NA,1,Poeciliidae,31.3125,31,8.092960560777364,48,42.66788421052632,34,36.53089695617424,95
MR,2017-12-05,P. latipinna,29.5,29.5,5.338539126015656,18,Poeciliidae,31.3125,31,8.092960560777364,48,42.66788421052632,34,36.53089695617424,95
MR,2018-02-05,A. xenica,32.2,33,6.833739825307955,5,Fundulidae,50.407407407407405,45,19.45855409929853,27,45.30392125984252,37,29.727528494220692,127
MR,2018-02-05,C. variegatus,29.5,29.5,7.0710678118654755,24,Cyprinodontidae,29.5,29.5,7.0710678118654755,24,45.30392125984252,37,29.727528494220692,127
MR,2018-02-05,F. grandis,55.75,63.5,19.363217979620945,20,Fundulidae,50.407407407407405,45,19.45855409929853,27,45.30392125984252,37,29.727528494220692,127
MR,2018-02-05,G. affinis,27.857142857142858,28,6.6879422417191545,21,Poeciliidae,32.17391304347826,32,7.917082368948487,46,45.30392125984252,37,29.727528494220692,127
MR,2018-02-05,H. cyanoguttatum,65,65,NA,1,Cichlidae,65,65,NA,1,45.30392125984252,37,29.727528494220692,127
MR,2018-02-05,L. gulosus,56.75,56,7.182153808805081,4,Centrarchidae,67.26237037037038,63.488,17.69123041367834,27,45.30392125984252,37,29.727528494220692,127
MR,2018-02-05,L. macrochirus,66.176,62.464,16.986778356514023,16,Centrarchidae,67.26237037037038,63.488,17.69123041367834,27,45.30392125984252,37,29.727528494220692,127
MR,2018-02-05,L. megalotis,70.312,70.312,NA,1,Centrarchidae,67.26237037037038,63.488,17.69123041367834,27,45.30392125984252,37,29.727528494220692,127
MR,2018-02-05,L. microlophus,69.5,65,14.888474289418197,4,Centrarchidae,67.26237037037038,63.488,17.69123041367834,27,45.30392125984252,37,29.727528494220692,127
MR,2018-02-05,L. miniatus,90.978,90.978,37.07219432404831,2,Centrarchidae,67.26237037037038,63.488,17.69123041367834,27,45.30392125984252,37,29.727528494220692,127
MR,2018-02-05,L. parva,42.5,42.5,13.435028842544403,2,Fundulidae,50.407407407407405,45,19.45855409929853,27,45.30392125984252,37,29.727528494220692,127
MR,2018-02-05,M. cephalus,292.6,292.6,NA,1,Mugilidae,292.6,292.6,NA,1,45.30392125984252,37,29.727528494220692,127
MR,2018-02-05,N. gyrinus,30.914,30.914,NA,1,Ictaluridae,30.914,30.914,NA,1,45.30392125984252,37,29.727528494220692,127
MR,2018-02-05,P. formosa,43.666666666666664,44,1.5275252316519468,3,Poeciliidae,32.17391304347826,32,7.917082368948487,46,45.30392125984252,37,29.727528494220692,127
MR,2018-02-05,P. latipinna,34.72727272727273,34.5,6.86732649290633,22,Poeciliidae,32.17391304347826,32,7.917082368948487,46,45.30392125984252,37,29.727528494220692,127
MR,2018-03-05,A. mitchilli,37.233333333333334,35.744,3.5906526333430433,3,Engraulidae,37.233333333333334,35.744,3.5906526333430433,3,50.26987096774194,35.744,56.41430357674783,31
MR,2018-03-05,A. rostrata,324,324,NA,1,Anguillidae,324,324,NA,1,50.26987096774194,35.744,56.41430357674783,31
MR,2018-03-05,B. patronus,41.883,41.883,0.8584276323604677,2,Clupeidae,41.883,41.883,0.8584276323604677,2,50.26987096774194,35.744,56.41430357674783,31
MR,2018-03-05,C. variegatus,34.75,33.5,3.593976442141304,4,Cyprinodontidae,34.75,33.5,3.593976442141304,4,50.26987096774194,35.744,56.41430357674783,31
MR,2018-03-05,F. grandis,64,64,NA,1,Fundulidae,64,64,NA,1,50.26987096774194,35.744,56.41430357674783,31
MR,2018-03-05,G. affinis,32.3,32.5,5.926400443964466,10,Poeciliidae,33.55555555555556,33.5,5.008489524822972,18,50.26987096774194,35.744,56.41430357674783,31
MR,2018-03-05,H. cyanoguttatum,68,68,NA,1,Cichlidae,68,68,NA,1,50.26987096774194,35.744,56.41430357674783,31
MR,2018-03-05,M. cephalus,163.9,163.9,NA,1,Mugilidae,163.9,163.9,NA,1,50.26987096774194,35.744,56.41430357674783,31
MR,2018-03-05,P. latipinna,35.125,34.5,3.2705394924123103,8,Poeciliidae,33.55555555555556,33.5,5.008489524822972,18,50.26987096774194,35.744,56.41430357674783,31
MR,2018-04-01,C. variegatus,42,42,NA,1,Cyprinodontidae,42,42,NA,1,68.8265,42.5,80.27280101929838,32
MR,2018-04-01,G. affinis,34.666666666666664,38,10.408329997330663,3,Poeciliidae,40.416666666666664,39.5,8.78198089304441,24,68.8265,42.5,80.27280101929838,32
MR,2018-04-01,L. macrochirus,115.712,115.712,59.37434220267201,2,Centrarchidae,95.0896,82.72,43.92330594115156,5,68.8265,42.5,80.27280101929838,32
MR,2018-04-01,L. megalotis,81.34133333333334,82.72,37.2431432257447,3,Centrarchidae,95.0896,82.72,43.92330594115156,5,68.8265,42.5,80.27280101929838,32
MR,2018-04-01,M. cephalus,357.5,357.5,7.778174593052063,2,Mugilidae,357.5,357.5,7.778174593052063,2,68.8265,42.5,80.27280101929838,32
MR,2018-04-01,P. latipinna,41.23809523809524,40,8.496497877977502,21,Poeciliidae,40.416666666666664,39.5,8.78198089304441,24,68.8265,42.5,80.27280101929838,32
MR,2018-06-06,C. variegatus,42,42,NA,1,Cyprinodontidae,42,42,NA,1,46.657,30.5,31.94522245523242,8
MR,2018-06-06,G. affinis,30,30,NA,1,Poeciliidae,29,29.5,2.160246899469287,4,46.657,30.5,31.94522245523242,8
MR,2018-06-06,H. cyanoguttatum,25,25,NA,1,Cichlidae,25,25,NA,1,46.657,30.5,31.94522245523242,8
MR,2018-06-06,L. megalotis,95.128,95.128,26.321342822888038,2,Centrarchidae,95.128,95.128,26.321342822888038,2,46.657,30.5,31.94522245523242,8
MR,2018-06-06,P. latipinna,28.666666666666668,29,2.516611478423583,3,Poeciliidae,29,29.5,2.160246899469287,4,46.657,30.5,31.94522245523242,8
MR,2018-07-27,A. mitchilli,38.4248,36.861,3.8370210059367675,5,Engraulidae,38.4248,36.861,3.8370210059367675,5,35.82824,34.627,18.157789963447275,25
MR,2018-07-27,A. natalis,75.86066666666666,79.553,20.889688516905498,3,Ictaluridae,75.86066666666666,79.553,20.889688516905498,3,35.82824,34.627,18.157789963447275,25
MR,2018-07-27,G. affinis,24.181818181818183,24,5.8106485321034835,11,Poeciliidae,28,26,8.284020762890446,17,35.82824,34.627,18.157789963447275,25
MR,2018-07-27,P. latipinna,35,36.5,7.8230428862431785,6,Poeciliidae,28,26,8.284020762890446,17,35.82824,34.627,18.157789963447275,25
MR,2020-01-17,G. affinis,24,24,NA,1,Poeciliidae,24,24,NA,1,99,61,83.33830288212454,12
MR,2020-01-17,H. cyanoguttatum,58,58,NA,1,Cichlidae,58,58,NA,1,99,61,83.33830288212454,12
MR,2020-01-17,L. cyanellus,60,60,NA,1,Centrarchidae,72,61,34.01260270630789,8,99,61,83.33830288212454,12
MR,2020-01-17,L. gulosus,89,62,56.55970296951709,3,Centrarchidae,72,61,34.01260270630789,8,99,61,83.33830288212454,12
MR,2020-01-17,L. macrochirus,54.5,54.5,7.7781745930520225,2,Centrarchidae,72,61,34.01260270630789,8,99,61,83.33830288212454,12
MR,2020-01-17,L. megalotis,68,68,NA,1,Centrarchidae,72,61,34.01260270630789,8,99,61,83.33830288212454,12
MR,2020-01-17,L. microlophus,72,72,NA,1,Centrarchidae,72,61,34.01260270630789,8,99,61,83.33830288212454,12
MR,2020-01-17,M. cephalus,265,265,7.0710678118654755,2,Mugilidae,265,265,7.0710678118654755,2,99,61,83.33830288212454,12
MR,2020-05-21,D. maculatus,390,390,NA,1,Eleotridae,390,390,NA,1,155.1864406779661,103,121.22001578439087,59
MR,2020-05-21,G. affinis,37.5,37.5,3.5355339059327378,2,Poeciliidae,40.666666666666664,40.5,5.609515724790034,6,155.1864406779661,103,121.22001578439087,59
MR,2020-05-21,H. cyanoguttatum,99,99,8.48528137423857,2,Cichlidae,99,99,8.48528137423857,2,155.1864406779661,103,121.22001578439087,59
MR,2020-05-21,I. punctatus,570,570,NA,1,Ictaluridae,570,570,NA,1,155.1864406779661,103,121.22001578439087,59
MR,2020-05-21,L. cyanellus,97,97,8.48528137423857,2,Centrarchidae,81.96296296296296,77,31.319054757179227,27,155.1864406779661,103,121.22001578439087,59
MR,2020-05-21,L. gulosus,125,125,NA,1,Centrarchidae,81.96296296296296,77,31.319054757179227,27,155.1864406779661,103,121.22001578439087,59
MR,2020-05-21,L. macrochirus,81.05,75.5,33.946513657129564,20,Centrarchidae,81.96296296296296,77,31.319054757179227,27,155.1864406779661,103,121.22001578439087,59
MR,2020-05-21,L. oculatus,563,563,NA,1,Lepisosteidae,563,563,NA,1,155.1864406779661,103,121.22001578439087,59
MR,2020-05-21,M. cephalus,237.04761904761904,236,55.91196311208916,21,Mugilidae,237.04761904761904,236,55.91196311208916,21,155.1864406779661,103,121.22001578439087,59
MR,2020-05-21,M. salmoides,68.25,68,12.419742348374221,4,Centrarchidae,81.96296296296296,77,31.319054757179227,27,155.1864406779661,103,121.22001578439087,59
MR,2020-05-21,P. latipinna,42.25,42,6.18465843842649,4,Poeciliidae,40.666666666666664,40.5,5.609515724790034,6,155.1864406779661,103,121.22001578439087,59
MR,2020-09-10,G. affinis,27.25,28.5,4.5,4,Poeciliidae,40.51428571428571,40,10.178903871911427,35,64.56862745098039,46,67.07555587603007,51
MR,2020-09-10,G. dormitor,461,461,NA,1,Eleotridae,461,461,NA,1,64.56862745098039,46,67.07555587603007,51
MR,2020-09-10,H. cyanoguttatum,33.666666666666664,24,18.502252115170556,3,Cichlidae,33.666666666666664,24,18.502252115170556,3,64.56862745098039,46,67.07555587603007,51
MR,2020-09-10,L. cyanellus,66,50,28.583211855912904,3,Centrarchidae,109.41666666666667,110,38.54031733919767,12,64.56862745098039,46,67.07555587603007,51
MR,2020-09-10,L. macrochirus,121.33333333333333,127,12.503332889007368,3,Centrarchidae,109.41666666666667,110,38.54031733919767,12,64.56862745098039,46,67.07555587603007,51
MR,2020-09-10,L. megalotis,102,98,18.33030277982336,3,Centrarchidae,109.41666666666667,110,38.54031733919767,12,64.56862745098039,46,67.07555587603007,51
MR,2020-09-10,L. microlophus,166,166,32.526911934581186,2,Centrarchidae,109.41666666666667,110,38.54031733919767,12,64.56862745098039,46,67.07555587603007,51
MR,2020-09-10,M. salmoides,113,113,NA,1,Centrarchidae,109.41666666666667,110,38.54031733919767,12,64.56862745098039,46,67.07555587603007,51
MR,2020-09-10,P. latipinna,42.225806451612904,42,9.429420899218766,31,Poeciliidae,40.51428571428571,40,10.178903871911427,35,64.56862745098039,46,67.07555587603007,51
MR,2020-11-03,F. chrysotus,35.25,34.5,5.894913061275798,12,Fundulidae,35.25,34.5,5.894913061275798,12,61.594202898550726,34,72.28137805104595,69
MR,2020-11-03,G. affinis,24,24,3.8944404818493075,13,Poeciliidae,28.555555555555557,27.5,7.040472567111811,36,61.594202898550726,34,72.28137805104595,69
MR,2020-11-03,H. cyanoguttatum,51.75,31.5,45.72654225574755,4,Cichlidae,51.75,31.5,45.72654225574755,4,61.594202898550726,34,72.28137805104595,69
MR,2020-11-03,I. punctatus,106,106,NA,1,Ictaluridae,106,106,NA,1,61.594202898550726,34,72.28137805104595,69
MR,2020-11-03,L. auritus,145,145,NA,1,Centrarchidae,135.73333333333332,142,67.3959162250171,15,61.594202898550726,34,72.28137805104595,69
MR,2020-11-03,L. cyanellus,50,50,NA,1,Centrarchidae,135.73333333333332,142,67.3959162250171,15,61.594202898550726,34,72.28137805104595,69
MR,2020-11-03,L. gulosus,50,50,NA,1,Centrarchidae,135.73333333333332,142,67.3959162250171,15,61.594202898550726,34,72.28137805104595,69
MR,2020-11-03,L. macrochirus,80,55,52.20153254455275,3,Centrarchidae,135.73333333333332,142,67.3959162250171,15,61.594202898550726,34,72.28137805104595,69
MR,2020-11-03,L. megalotis,127,127,21.213203435596427,2,Centrarchidae,135.73333333333332,142,67.3959162250171,15,61.594202898550726,34,72.28137805104595,69
MR,2020-11-03,L. microlophus,154,153,21.72556098240043,4,Centrarchidae,135.73333333333332,142,67.3959162250171,15,61.594202898550726,34,72.28137805104595,69
MR,2020-11-03,L. oculatus,450,450,NA,1,Lepisosteidae,450,450,NA,1,61.594202898550726,34,72.28137805104595,69
MR,2020-11-03,M. salmoides,227,250,53.3572862878164,3,Centrarchidae,135.73333333333332,142,67.3959162250171,15,61.594202898550726,34,72.28137805104595,69
MR,2020-11-03,P. latipinna,31.130434782608695,31,7.1687728620612665,23,Poeciliidae,28.555555555555557,27.5,7.040472567111811,36,61.594202898550726,34,72.28137805104595,69
PD,2017-10-04,A. melas,113,114,4.58257569495584,3,Ictaluridae,113,114,4.58257569495584,3,84.73851351351351,81,30.704496145264045,37
PD,2017-10-04,F. notatus,42,42,NA,1,Fundulidae,42,42,NA,1,84.73851351351351,81,30.704496145264045,37
PD,2017-10-04,H. cyanoguttatum,81,81,NA,1,Cichlidae,81,81,NA,1,84.73851351351351,81,30.704496145264045,37
PD,2017-10-04,L. auritus,89.6328125,91.78399999999999,16.52409048316528,16,Centrarchidae,86.64416666666666,83.391,29.32811430278925,30,84.73851351351351,81,30.704496145264045,37
PD,2017-10-04,L. cyanellus,75.22533333333334,78.936,8.242262149030047,3,Centrarchidae,86.64416666666666,83.391,29.32811430278925,30,84.73851351351351,81,30.704496145264045,37
PD,2017-10-04,L. macrochirus,69.97333333333333,67.584,24.666854283971166,6,Centrarchidae,86.64416666666666,83.391,29.32811430278925,30,84.73851351351351,81,30.704496145264045,37
PD,2017-10-04,L. megalotis,79.618,79.618,8.773780940962682,2,Centrarchidae,86.64416666666666,83.391,29.32811430278925,30,84.73851351351351,81,30.704496145264045,37
PD,2017-10-04,M. salmoides,120.14933333333333,148.48,77.21756705137332,3,Centrarchidae,86.64416666666666,83.391,29.32811430278925,30,84.73851351351351,81,30.704496145264045,37
PD,2017-10-04,P. formosa,37,37,7.0710678118654755,2,Poeciliidae,37,37,7.0710678118654755,2,84.73851351351351,81,30.704496145264045,37
PD,2017-11-01,F. notatus,38.666666666666664,37.5,10.782702196883056,6,Fundulidae,38.666666666666664,37.5,10.782702196883056,6,74.05364285714286,59.391999999999996,71.12636870707448,42
PD,2017-11-01,G. affinis,22.875,22.5,2.9001231500945415,8,Poeciliidae,22.875,22.5,2.9001231500945415,8,74.05364285714286,59.391999999999996,71.12636870707448,42
PD,2017-11-01,H. cyanoguttatum,37,37,25.45584412271571,2,Cichlidae,37,37,25.45584412271571,2,74.05364285714286,59.391999999999996,71.12636870707448,42
PD,2017-11-01,L. auritus,94.913,89.698,25.455753527771805,13,Centrarchidae,86.85012,80.31099999999999,35.0513638587716,25,74.05364285714286,59.391999999999996,71.12636870707448,42
PD,2017-11-01,L. macrochirus,71.4752,65.536,19.914101616693632,5,Centrarchidae,86.85012,80.31099999999999,35.0513638587716,25,74.05364285714286,59.391999999999996,71.12636870707448,42
PD,2017-11-01,L. microlophus,56.2,53,19.29248558377069,5,Centrarchidae,86.85012,80.31099999999999,35.0513638587716,25,74.05364285714286,59.391999999999996,71.12636870707448,42
PD,2017-11-01,L. oculatus,450,450,NA,1,Lepisosteidae,450,450,NA,1,74.05364285714286,59.391999999999996,71.12636870707448,42
