site_code,collection_date,family,lowest_taxon,L_mu_com,L_mu_fam,L_mu_spe
GC,2018-06-06,Centrarchidae,L. megalotis,51.059031250000004,74.10091666666666,75.482
GC,2018-06-06,Centrarchidae,L. microlophus,51.059031250000004,74.10091666666666,105
GC,2018-06-06,Lepisosteidae,L. oculatus,51.059031250000004,384,384
GC,2018-06-06,Centrarchidae,M. salmoides,51.059031250000004,74.10091666666666,31.744
GC,2018-06-06,Ictaluridae,N. gyrinus,51.059031250000004,30.02225,30.02225
GC,2018-07-05,Poeciliidae,G. affinis,63.74666666666667,32.5,32.5
GC,2018-07-05,Centrarchidae,L. macrochirus,63.74666666666667,72.67428571428572,79.616
GC,2018-07-05,Centrarchidae,L. megalotis,63.74666666666667,72.67428571428572,63.41866666666667
GC,2018-07-27,Poeciliidae,G. affinis,52.49321739130435,31.428571428571427,31.428571428571427
GC,2018-07-27,Centrarchidae,L. cyanellus,52.49321739130435,57.61242,54.31066666666667
GC,2018-07-27,Centrarchidae,L. gulosus,52.49321739130435,57.61242,47
GC,2018-07-27,Centrarchidae,L. humilis,52.49321739130435,57.61242,58.65627272727272
GC,2018-07-27,Centrarchidae,L. macrochirus,52.49321739130435,57.61242,64.85333333333332
GC,2018-07-27,Centrarchidae,L. megalotis,52.49321739130435,57.61242,49.468736842105265
GC,2018-07-27,Centrarchidae,L. microlophus,52.49321739130435,57.61242,86.25
GC,2018-07-27,Centrarchidae,L. miniatus,52.49321739130435,57.61242,81.212
GC,2018-07-27,Centrarchidae,M. salmoides,52.49321739130435,57.61242,59.68457142857143
GC,2018-07-27,Ictaluridae,N. gyrinus,52.49321739130435,72.96136363636364,72.96136363636364
GC,2018-07-27,Leuciscidae,N. texanus,52.49321739130435,48.618,48.618
GC,2018-11-15,Pecidae,E. gracile,43.788105263157895,52,52
GC,2018-11-15,Fundulidae,F. chrysotus,43.788105263157895,49,49
GC,2018-11-15,Poeciliidae,G. affinis,43.788105263157895,32.476190476190474,32.476190476190474
GC,2018-11-15,Centrarchidae,L. gulosus,43.788105263157895,48.01690566037736,56
GC,2018-11-15,Centrarchidae,L. macrochirus,43.788105263157895,48.01690566037736,49.208888888888886
GC,2018-11-15,Centrarchidae,L. megalotis,43.788105263157895,48.01690566037736,40.89
GC,2018-11-15,Centrarchidae,L. miniatus,43.788105263157895,48.01690566037736,54.484
GC,2018-11-15,Centrarchidae,M. salmoides,43.788105263157895,48.01690566037736,71.06666666666668
GC,2020-01-15,Fundulidae,F. notatus,55.52272727272727,51,51
GC,2020-01-15,Poeciliidae,G. affinis,55.52272727272727,32.22222222222222,32.22222222222222
GC,2020-01-15,Centrarchidae,L. gulosus,55.52272727272727,61.666666666666664,68
GC,2020-01-15,Centrarchidae,L. humilis,55.52272727272727,61.666666666666664,73
GC,2020-01-15,Centrarchidae,L. macrochirus,55.52272727272727,61.666666666666664,52.432432432432435
GC,2020-01-15,Centrarchidae,L. megalotis,55.52272727272727,61.666666666666664,66.38461538461539
GC,2020-01-15,Centrarchidae,L. microlophus,55.52272727272727,61.666666666666664,148
GC,2020-05-24,Fundulidae,F. chrysotus,66.17094017094017,58,59
GC,2020-05-24,Fundulidae,F. grandis,66.17094017094017,58,57
GC,2020-05-24,Poeciliidae,G. affinis,66.17094017094017,38.72727272727273,38.72727272727273
GC,2020-05-24,Centrarchidae,L. gulosus,66.17094017094017,69.31067961165049,77.42857142857143
GC,2020-05-24,Centrarchidae,L. macrochirus,66.17094017094017,69.31067961165049,70
GC,2020-05-24,Centrarchidae,L. megalotis,66.17094017094017,69.31067961165049,74.4423076923077
GC,2020-05-24,Centrarchidae,L. microlophus,66.17094017094017,69.31067961165049,62.42857142857143
GC,2020-05-24,Centrarchidae,L. miniatus,66.17094017094017,69.31067961165049,75.375
GC,2020-05-24,Centrarchidae,M. salmoides,66.17094017094017,69.31067961165049,43.6
GC,2020-05-24,Leuciscidae,N. texanus,66.17094017094017,61,61
GC,2020-09-09,Leuciscidae,C. venusta,88.01162790697674,59,60
GC,2020-09-09,Poeciliidae,G. affinis,88.01162790697674,40,40
GC,2020-09-09,Centrarchidae,L. auritus,88.01162790697674,88.63905325443787,102.46666666666667
GC,2020-09-09,Centrarchidae,L. cyanellus,88.01162790697674,88.63905325443787,95.75
GC,2020-09-09,Centrarchidae,L. gulosus,88.01162790697674,88.63905325443787,75
GC,2020-09-09,Centrarchidae,L. macrochirus,88.01162790697674,88.63905325443787,78.53846153846153
GC,2020-09-09,Centrarchidae,L. megalotis,88.01162790697674,88.63905325443787,95.80327868852459
GC,2020-09-09,Centrarchidae,L. microlophus,88.01162790697674,88.63905325443787,85.3913043478261
GC,2020-09-09,Centrarchidae,L. miniatus,88.01162790697674,88.63905325443787,76.72727272727273
GC,2020-09-09,Centrarchidae,M. salmoides,88.01162790697674,88.63905325443787,111.25
GC,2020-09-09,Leuciscidae,N. texanus,88.01162790697674,59,58
GC,2020-11-02,Fundulidae,F. chrysotus,79.47798742138365,44.5,43.25
GC,2020-11-02,Fundulidae,F. grandis,79.47798742138365,44.5,47
GC,2020-11-02,Poeciliidae,G. affinis,79.47798742138365,35.142857142857146,35.142857142857146
GC,2020-11-02,Centrarchidae,L. auritus,79.47798742138365,76.47058823529412,90.18181818181819
GC,2020-11-02,Centrarchidae,L. cyanellus,79.47798742138365,76.47058823529412,51.31578947368421
GC,2020-11-02,Centrarchidae,L. gulosus,79.47798742138365,76.47058823529412,64
GC,2020-11-02,Centrarchidae,L. macrochirus,79.47798742138365,76.47058823529412,77.72413793103448
GC,2020-11-02,Centrarchidae,L. megalotis,79.47798742138365,76.47058823529412,81.94736842105263
GC,2020-11-02,Centrarchidae,L. microlophus,79.47798742138365,76.47058823529412,84.37837837837837
GC,2020-11-02,Centrarchidae,L. miniatus,79.47798742138365,76.47058823529412,74
GC,2020-11-02,Lepisosteidae,L. oculatus,79.47798742138365,492.6666666666667,492.6666666666667
GC,2020-11-02,Centrarchidae,M. salmoides,79.47798742138365,76.47058823529412,79.33333333333333
MR,2017-09-26,Engraulidae,A. mitchilli,35.7303125,37.85388888888889,37.85388888888889
MR,2017-09-26,Poeciliidae,G. affinis,35.7303125,33,33
MR,2017-10-31,Mugilidae,A. monticola,43.70946031746032,140.79999999999998,140.79999999999998
MR,2017-10-31,Leuciscidae,C. lutrensis,43.70946031746032,50.040000000000006,50.040000000000006
MR,2017-10-31,Poeciliidae,G. affinis,43.70946031746032,35.390243902439025,33.625
MR,2017-10-31,Cichlidae,H. cyanoguttatum,43.70946031746032,86,86
MR,2017-10-31,Centrarchidae,L. gulosus,43.70946031746032,49.16977777777778,57.2
MR,2017-10-31,Centrarchidae,L. macrochirus,43.70946031746032,49.16977777777778,32.768
MR,2017-10-31,Centrarchidae,L. megalotis,43.70946031746032,49.16977777777778,45.496
MR,2017-10-31,Poeciliidae,P. formosa,43.70946031746032,35.390243902439025,40
MR,2017-10-31,Poeciliidae,P. latipinna,43.70946031746032,35.390243902439025,41.875
MR,2017-12-05,Engraulidae,A. mitchilli,42.66788421052632,36.861,36.861
MR,2017-12-05,Mugilidae,A. monticola,42.66788421052632,40.150000000000006,40.150000000000006
MR,2017-12-05,Anguillidae,A. rostrata,42.66788421052632,355,355
MR,2017-12-05,Fundulidae,A. xenica,42.66788421052632,53.5,39
MR,2017-12-05,Cyprinodontidae,C. variegatus,42.66788421052632,30.23076923076923,30.23076923076923
MR,2017-12-05,Fundulidae,F. chrysotus,42.66788421052632,53.5,48
MR,2017-12-05,Fundulidae,F. grandis,42.66788421052632,53.5,54.75
MR,2017-12-05,Poeciliidae,G. affinis,42.66788421052632,31.3125,32.44827586206897
MR,2017-12-05,Cichlidae,H. cyanoguttatum,42.66788421052632,60.666666666666664,60.666666666666664
MR,2017-12-05,Centrarchidae,L. gulosus,42.66788421052632,69.547,90
MR,2017-12-05,Centrarchidae,L. megalotis,42.66788421052632,69.547,62.72933333333333
MR,2017-12-05,Atherinopsidae,M. beryllina,42.66788421052632,40.05,40.05
MR,2017-12-05,Poeciliidae,P. formosa,42.66788421052632,31.3125,31
MR,2017-12-05,Poeciliidae,P. latipinna,42.66788421052632,31.3125,29.5
MR,2018-02-05,Fundulidae,A. xenica,45.30392125984252,50.407407407407405,32.2
MR,2018-02-05,Cyprinodontidae,C. variegatus,45.30392125984252,29.5,29.5
MR,2018-02-05,Fundulidae,F. grandis,45.30392125984252,50.407407407407405,55.75
MR,2018-02-05,Poeciliidae,G. affinis,45.30392125984252,32.17391304347826,27.857142857142858
MR,2018-02-05,Cichlidae,H. cyanoguttatum,45.30392125984252,65,65
MR,2018-02-05,Centrarchidae,L. gulosus,45.30392125984252,67.26237037037038,56.75
MR,2018-02-05,Centrarchidae,L. macrochirus,45.30392125984252,67.26237037037038,66.176
MR,2018-02-05,Centrarchidae,L. megalotis,45.30392125984252,67.26237037037038,70.312
MR,2018-02-05,Centrarchidae,L. microlophus,45.30392125984252,67.26237037037038,69.5
MR,2018-02-05,Centrarchidae,L. miniatus,45.30392125984252,67.26237037037038,90.978
MR,2018-02-05,Fundulidae,L. parva,45.30392125984252,50.407407407407405,42.5
MR,2018-02-05,Mugilidae,M. cephalus,45.30392125984252,292.6,292.6
MR,2018-02-05,Ictaluridae,N. gyrinus,45.30392125984252,30.914,30.914
MR,2018-02-05,Poeciliidae,P. formosa,45.30392125984252,32.17391304347826,43.666666666666664
MR,2018-02-05,Poeciliidae,P. latipinna,45.30392125984252,32.17391304347826,34.72727272727273
MR,2018-03-05,Engraulidae,A. mitchilli,50.26987096774194,37.233333333333334,37.233333333333334
MR,2018-03-05,Anguillidae,A. rostrata,50.26987096774194,324,324
MR,2018-03-05,Clupeidae,B. patronus,50.26987096774194,41.883,41.883
MR,2018-03-05,Cyprinodontidae,C. variegatus,50.26987096774194,34.75,34.75
MR,2018-03-05,Fundulidae,F. grandis,50.26987096774194,64,64
MR,2018-03-05,Poeciliidae,G. affinis,50.26987096774194,33.55555555555556,32.3
MR,2018-03-05,Cichlidae,H. cyanoguttatum,50.26987096774194,68,68
MR,2018-03-05,Mugilidae,M. cephalus,50.26987096774194,163.9,163.9
MR,2018-03-05,Poeciliidae,P. latipinna,50.26987096774194,33.55555555555556,35.125
MR,2018-04-01,Cyprinodontidae,C. variegatus,68.8265,42,42
MR,2018-04-01,Poeciliidae,G. affinis,68.8265,40.416666666666664,34.666666666666664
MR,2018-04-01,Centrarchidae,L. macrochirus,68.8265,95.0896,115.712
MR,2018-04-01,Centrarchidae,L. megalotis,68.8265,95.0896,81.34133333333334
MR,2018-04-01,Mugilidae,M. cephalus,68.8265,357.5,357.5
MR,2018-04-01,Poeciliidae,P. latipinna,68.8265,40.416666666666664,41.23809523809524
MR,2018-06-06,Cyprinodontidae,C. variegatus,46.657,42,42
MR,2018-06-06,Poeciliidae,G. affinis,46.657,29,30
MR,2018-06-06,Cichlidae,H. cyanoguttatum,46.657,25,25
MR,2018-06-06,Centrarchidae,L. megalotis,46.657,95.128,95.128
MR,2018-06-06,Poeciliidae,P. latipinna,46.657,29,28.666666666666668
MR,2018-07-27,Engraulidae,A. mitchilli,35.82824,38.4248,38.4248
MR,2018-07-27,Ictaluridae,A. natalis,35.82824,75.86066666666666,75.86066666666666
MR,2018-07-27,Poeciliidae,G. affinis,35.82824,28,24.181818181818183
MR,2018-07-27,Poeciliidae,P. latipinna,35.82824,28,35
MR,2020-01-17,Poeciliidae,G. affinis,99,24,24
MR,2020-01-17,Cichlidae,H. cyanoguttatum,99,58,58
MR,2020-01-17,Centrarchidae,L. cyanellus,99,72,60
MR,2020-01-17,Centrarchidae,L. gulosus,99,72,89
MR,2020-01-17,Centrarchidae,L. macrochirus,99,72,54.5
MR,2020-01-17,Centrarchidae,L. megalotis,99,72,68
MR,2020-01-17,Centrarchidae,L. microlophus,99,72,72
MR,2020-01-17,Mugilidae,M. cephalus,99,265,265
MR,2020-05-21,Eleotridae,D. maculatus,155.1864406779661,390,390
MR,2020-05-21,Poeciliidae,G. affinis,155.1864406779661,40.666666666666664,37.5
MR,2020-05-21,Cichlidae,H. cyanoguttatum,155.1864406779661,99,99
MR,2020-05-21,Ictaluridae,I. punctatus,155.1864406779661,570,570
MR,2020-05-21,Centrarchidae,L. cyanellus,155.1864406779661,81.96296296296296,97
MR,2020-05-21,Centrarchidae,L. gulosus,155.1864406779661,81.96296296296296,125
MR,2020-05-21,Centrarchidae,L. macrochirus,155.1864406779661,81.96296296296296,81.05
MR,2020-05-21,Lepisosteidae,L. oculatus,155.1864406779661,563,563
MR,2020-05-21,Mugilidae,M. cephalus,155.1864406779661,237.04761904761904,237.04761904761904
MR,2020-05-21,Centrarchidae,M. salmoides,155.1864406779661,81.96296296296296,68.25
MR,2020-05-21,Poeciliidae,P. latipinna,155.1864406779661,40.666666666666664,42.25
MR,2020-09-10,Poeciliidae,G. affinis,64.56862745098039,40.51428571428571,27.25
MR,2020-09-10,Eleotridae,G. dormitor,64.56862745098039,461,461
MR,2020-09-10,Cichlidae,H. cyanoguttatum,64.56862745098039,33.666666666666664,33.666666666666664
MR,2020-09-10,Centrarchidae,L. cyanellus,64.56862745098039,109.41666666666667,66
MR,2020-09-10,Centrarchidae,L. macrochirus,64.56862745098039,109.41666666666667,121.33333333333333
MR,2020-09-10,Centrarchidae,L. megalotis,64.56862745098039,109.41666666666667,102
MR,2020-09-10,Centrarchidae,L. microlophus,64.56862745098039,109.41666666666667,166
MR,2020-09-10,Centrarchidae,M. salmoides,64.56862745098039,109.41666666666667,113
MR,2020-09-10,Poeciliidae,P. latipinna,64.56862745098039,40.51428571428571,42.225806451612904
MR,2020-11-03,Fundulidae,F. chrysotus,61.594202898550726,35.25,35.25
MR,2020-11-03,Poeciliidae,G. affinis,61.594202898550726,28.555555555555557,24
MR,2020-11-03,Cichlidae,H. cyanoguttatum,61.594202898550726,51.75,51.75
MR,2020-11-03,Ictaluridae,I. punctatus,61.594202898550726,106,106
MR,2020-11-03,Centrarchidae,L. auritus,61.594202898550726,135.73333333333332,145
MR,2020-11-03,Centrarchidae,L. cyanellus,61.594202898550726,135.73333333333332,50
MR,2020-11-03,Centrarchidae,L. gulosus,61.594202898550726,135.73333333333332,50
MR,2020-11-03,Centrarchidae,L. macrochirus,61.594202898550726,135.73333333333332,80
MR,2020-11-03,Centrarchidae,L. megalotis,61.594202898550726,135.73333333333332,127
MR,2020-11-03,Centrarchidae,L. microlophus,61.594202898550726,135.73333333333332,154
MR,2020-11-03,Lepisosteidae,L. oculatus,61.594202898550726,450,450
MR,2020-11-03,Centrarchidae,M. salmoides,61.594202898550726,135.73333333333332,227
MR,2020-11-03,Poeciliidae,P. latipinna,61.594202898550726,28.555555555555557,31.130434782608695
PD,2017-10-04,Ictaluridae,A. melas,84.73851351351351,113,113
PD,2017-10-04,Fundulidae,F. notatus,84.73851351351351,42,42
PD,2017-10-04,Cichlidae,H. cyanoguttatum,84.73851351351351,81,81
PD,2017-10-04,Centrarchidae,L. auritus,84.73851351351351,86.64416666666666,89.6328125
PD,2017-10-04,Centrarchidae,L. cyanellus,84.73851351351351,86.64416666666666,75.22533333333334
PD,2017-10-04,Centrarchidae,L. macrochirus,84.73851351351351,86.64416666666666,69.97333333333333
PD,2017-10-04,Centrarchidae,L. megalotis,84.73851351351351,86.64416666666666,79.618
PD,2017-10-04,Centrarchidae,M. salmoides,84.73851351351351,86.64416666666666,120.14933333333333
PD,2017-10-04,Poeciliidae,P. formosa,84.73851351351351,37,37
PD,2017-11-01,Fundulidae,F. notatus,74.05364285714286,38.666666666666664,38.666666666666664
PD,2017-11-01,Poeciliidae,G. affinis,74.05364285714286,22.875,22.875
PD,2017-11-01,Cichlidae,H. cyanoguttatum,74.05364285714286,37,37
PD,2017-11-01,Centrarchidae,L. auritus,74.05364285714286,86.85012,94.913
PD,2017-11-01,Centrarchidae,L. macrochirus,74.05364285714286,86.85012,71.4752
PD,2017-11-01,Centrarchidae,L. microlophus,74.05364285714286,86.85012,56.2
PD,2017-11-01,Lepisosteidae,L. oculatus,74.05364285714286,450,450
PD,2017-11-01,Centrarchidae,M. salmoides,74.05364285714286,86.85012,149.504
PD,2017-12-04,Fundulidae,F. grandis,61.21065671641791,52.16,29.666666666666668
PD,2017-12-04,Fundulidae,F. notatus,61.21065671641791,52.16,55.22727272727273
PD,2017-12-04,Poeciliidae,G. affinis,61.21065671641791,28.48,28.304347826086957
PD,2017-12-04,Cichlidae,H. cyanoguttatum,61.21065671641791,43.916666666666664,43.916666666666664
PD,2017-12-04,Centrarchidae,L. auritus,61.21065671641791,78.60038888888889,146.01999999999998
PD,2017-12-04,Centrarchidae,L. cyanellus,61.21065671641791,78.60038888888889,77.63485714285714
PD,2017-12-04,Centrarchidae,L. gulosus,61.21065671641791,78.60038888888889,70
PD,2017-12-04,Centrarchidae,L. macrochirus,61.21065671641791,78.60038888888889,67.94735483870967
PD,2017-12-04,Centrarchidae,L. megalotis,61.21065671641791,78.60038888888889,78.80168421052632
PD,2017-12-04,Centrarchidae,M. salmoides,61.21065671641791,78.60038888888889,180.90666666666667
PD,2017-12-04,Poeciliidae,P. latipinna,61.21065671641791,28.48,30.5
PD,2018-02-03,Ictaluridae,A. melas,60.34112820512821,114,114
PD,2018-02-03,Fundulidae,F. notatus,60.34112820512821,47.90909090909091,47.90909090909091
PD,2018-02-03,Poeciliidae,G. affinis,60.34112820512821,29.8,25.75
PD,2018-02-03,Centrarchidae,L. gulosus,60.34112820512821,71.05927272727273,65.5
PD,2018-02-03,Centrarchidae,L. macrochirus,60.34112820512821,71.05927272727273,68.1528888888889
PD,2018-02-03,Centrarchidae,L. megalotis,60.34112820512821,71.05927272727273,74.448
PD,2018-02-03,Poeciliidae,P. latipinna,60.34112820512821,29.8,46
PD,2018-03-05,Ictaluridae,A. melas,85.53345454545455,134,134
PD,2018-03-05,Fundulidae,F. notatus,85.53345454545455,49.57142857142857,49.57142857142857
PD,2018-03-05,Poeciliidae,G. affinis,85.53345454545455,27.75,27.75
PD,2018-03-05,Cichlidae,H. cyanoguttatum,85.53345454545455,107,107
PD,2018-03-05,Centrarchidae,L. auritus,85.53345454545455,98.85393548387097,100.34757894736842
PD,2018-03-05,Centrarchidae,L. cyanellus,85.53345454545455,98.85393548387097,90.06800000000001
PD,2018-03-05,Centrarchidae,L. macrochirus,85.53345454545455,98.85393548387097,66.21866666666666
PD,2018-03-05,Centrarchidae,L. megalotis,85.53345454545455,98.85393548387097,90.992
PD,2018-03-05,Centrarchidae,M. salmoides,85.53345454545455,98.85393548387097,199.68
PD,2018-03-30,Ictaluridae,A. melas,57.63211475409836,140.5,140.5
PD,2018-03-30,Fundulidae,F. chrysotus,57.63211475409836,50.42424242424242,45.09090909090909
PD,2018-03-30,Fundulidae,F. notatus,57.63211475409836,50.42424242424242,61.09090909090909
PD,2018-03-30,Poeciliidae,G. affinis,57.63211475409836,27.88888888888889,27.88888888888889
PD,2018-03-30,Centrarchidae,L. auritus,57.63211475409836,76.65128571428572,76.139
PD,2018-03-30,Centrarchidae,L. cyanellus,57.63211475409836,76.65128571428572,89.056
PD,2018-03-30,Centrarchidae,L. macrochirus,57.63211475409836,76.65128571428572,58.368
PD,2018-03-30,Centrarchidae,L. megalotis,57.63211475409836,76.65128571428572,76.516
PD,2018-03-30,Lepisosteidae,L. oculatus,57.63211475409836,532,532
PD,2018-05-10,Fundulidae,F. notatus,44.21818181818182,55.04,55.04
PD,2018-05-10,Poeciliidae,G. affinis,44.21818181818182,31.785714285714285,31.785714285714285
PD,2018-05-10,Cichlidae,H. cyanoguttatum,44.21818181818182,82,82
PD,2018-05-10,Centrarchidae,L. gulosus,44.21818181818182,84,84
PD,2018-06-08,Ictaluridae,A. melas,70.43624137931035,121,121
PD,2018-06-08,Fundulidae,F. chrysotus,70.43624137931035,43.333333333333336,40.666666666666664
PD,2018-06-08,Fundulidae,F. notatus,70.43624137931035,43.333333333333336,46
PD,2018-06-08,Poeciliidae,G. affinis,70.43624137931035,32.8125,32.07692307692308
PD,2018-06-08,Cichlidae,H. cyanoguttatum,70.43624137931035,82.5,82.5
PD,2018-06-08,Centrarchidae,L. auritus,70.43624137931035,91.34248484848484,90.741
PD,2018-06-08,Centrarchidae,L. cyanellus,70.43624137931035,91.34248484848484,88.71866666666668
PD,2018-06-08,Centrarchidae,L. gulosus,70.43624137931035,91.34248484848484,90
PD,2018-06-08,Centrarchidae,L. macrochirus,70.43624137931035,91.34248484848484,82.77333333333334
PD,2018-06-08,Centrarchidae,L. microlophus,70.43624137931035,91.34248484848484,137
PD,2018-06-08,Centrarchidae,M. salmoides,70.43624137931035,91.34248484848484,97.792
PD,2018-06-08,Poeciliidae,P. latipinna,70.43624137931035,32.8125,36
PD,2018-08-01,Ictaluridae,A. melas,80.56863106796116,142.168,157.33333333333334
PD,2018-08-01,Ictaluridae,A. natalis,80.56863106796116,142.168,96.672
PD,2018-08-01,Cyprinidae,C. carpio,80.56863106796116,469.982,469.982
PD,2018-08-01,Fundulidae,F. chrysotus,80.56863106796116,41.8,38.625
PD,2018-08-01,Fundulidae,F. notatus,80.56863106796116,41.8,45.42857142857143
PD,2018-08-01,Poeciliidae,G. affinis,80.56863106796116,34.470588235294116,28.9
PD,2018-08-01,Cichlidae,H. cyanoguttatum,80.56863106796116,50.125,50.125
PD,2018-08-01,Centrarchidae,L. auritus,80.56863106796116,90.45464912280701,111.93036842105263
PD,2018-08-01,Centrarchidae,L. gulosus,80.56863106796116,90.45464912280701,75.33333333333333
PD,2018-08-01,Centrarchidae,L. macrochirus,80.56863106796116,90.45464912280701,40.259368421052635
PD,2018-08-01,Centrarchidae,L. megalotis,80.56863106796116,90.45464912280701,56.870000000000005
PD,2018-08-01,Lepisosteidae,L. oculatus,80.56863106796116,490,490
PD,2018-08-01,Centrarchidae,M. salmoides,80.56863106796116,90.45464912280701,132.096
PD,2018-08-01,Poeciliidae,P. latipinna,80.56863106796116,34.470588235294116,42.42857142857143
PD,2018-08-31,Ictaluridae,A. natalis,59.95730434782609,81.567,81.567
PD,2018-08-31,Fundulidae,F. chrysotus,59.95730434782609,43.13636363636363,38.75
PD,2018-08-31,Fundulidae,F. notatus,59.95730434782609,43.13636363636363,44.111111111111114
PD,2018-08-31,Poeciliidae,G. affinis,59.95730434782609,24.043478260869566,21.80952380952381
PD,2018-08-31,Cichlidae,H. cyanoguttatum,59.95730434782609,70.3,70.3
PD,2018-08-31,Centrarchidae,L. auritus,59.95730434782609,78.1105593220339,88.51593333333334
PD,2018-08-31,Centrarchidae,L. cyanellus,59.95730434782609,78.1105593220339,70.84
PD,2018-08-31,Centrarchidae,L. gulosus,59.95730434782609,78.1105593220339,79.5
PD,2018-08-31,Centrarchidae,L. macrochirus,59.95730434782609,78.1105593220339,71.36969696969697
PD,2018-08-31,Centrarchidae,L. megalotis,59.95730434782609,78.1105593220339,95.128
PD,2018-08-31,Centrarchidae,M. salmoides,59.95730434782609,78.1105593220339,97.024
PD,2018-08-31,Poeciliidae,P. latipinna,59.95730434782609,24.043478260869566,47.5
PD,2020-01-16,Cyprinidae,C. carpio,73.82191780821918,127.5,127.5
PD,2020-01-16,Fundulidae,F. notatus,73.82191780821918,38.25,38.25
PD,2020-01-16,Poeciliidae,G. affinis,73.82191780821918,40.5,31
PD,2020-01-16,Cichlidae,H. cyanoguttatum,73.82191780821918,73,73
PD,2020-01-16,Centrarchidae,L. auritus,73.82191780821918,70.18032786885246,87.38888888888889
PD,2020-01-16,Centrarchidae,L. cyanellus,73.82191780821918,70.18032786885246,67.26666666666667
PD,2020-01-16,Centrarchidae,L. macrochirus,73.82191780821918,70.18032786885246,52.9375
PD,2020-01-16,Centrarchidae,L. megalotis,73.82191780821918,70.18032786885246,72.25
PD,2020-01-16,Centrarchidae,L. microlophus,73.82191780821918,70.18032786885246,68.5
PD,2020-01-16,Lepisosteidae,L. oculatus,73.82191780821918,400,400
PD,2020-01-16,Poeciliidae,P. latipinna,73.82191780821918,40.5,50
PD,2020-05-21,Cyprinidae,C. carpio,71.85915492957747,385,385
PD,2020-05-21,Fundulidae,F. chrysotus,71.85915492957747,47,46.5
PD,2020-05-21,Fundulidae,F. grandis,71.85915492957747,47,46.5
PD,2020-05-21,Fundulidae,F. notatus,71.85915492957747,47,49
PD,2020-05-21,Poeciliidae,G. affinis,71.85915492957747,35.666666666666664,33.3
PD,2020-05-21,Cichlidae,H. cyanoguttatum,71.85915492957747,56.333333333333336,56.333333333333336
PD,2020-05-21,Centrarchidae,L. auritus,71.85915492957747,77.7,163
PD,2020-05-21,Centrarchidae,L. cyanellus,71.85915492957747,77.7,74.38461538461539
PD,2020-05-21,Centrarchidae,L. gulosus,71.85915492957747,77.7,94.25
PD,2020-05-21,Centrarchidae,L. macrochirus,71.85915492957747,77.7,74.14285714285714
PD,2020-05-21,Centrarchidae,M. salmoides,71.85915492957747,77.7,74.6
PD,2020-05-21,Poeciliidae,P. latipinna,71.85915492957747,35.666666666666664,47.5
PD,2020-09-09,Fundulidae,F. chrysotus,82.94117647058823,52,52.5
PD,2020-09-09,Fundulidae,F. notatus,82.94117647058823,52,51.666666666666664
PD,2020-09-09,Poeciliidae,G. affinis,82.94117647058823,31.55,28.083333333333332
PD,2020-09-09,Cichlidae,H. cyanoguttatum,82.94117647058823,82.23529411764706,82.23529411764706
PD,2020-09-09,Centrarchidae,L. auritus,82.94117647058823,90.31481481481481,115.65384615384616
PD,2020-09-09,Centrarchidae,L. cyanellus,82.94117647058823,90.31481481481481,76.02857142857142
PD,2020-09-09,Centrarchidae,L. gulosus,82.94117647058823,90.31481481481481,124.25
PD,2020-09-09,Centrarchidae,L. macrochirus,82.94117647058823,90.31481481481481,70.05882352941177
PD,2020-09-09,Centrarchidae,L. megalotis,82.94117647058823,90.31481481481481,68
PD,2020-09-09,Centrarchidae,L. microlophus,82.94117647058823,90.31481481481481,146
PD,2020-09-09,Centrarchidae,M. salmoides,82.94117647058823,90.31481481481481,97.86666666666666
PD,2020-09-09,Poeciliidae,P. latipinna,82.94117647058823,31.55,36.75
PL,2017-10-10,Ictaluridae,A. natalis,64.63435849056604,126.000875,126.000875
PL,2017-10-10,Leuciscidae,C. lutrensis,64.63435849056604,39.068266666666666,39.068266666666666
PL,2017-10-10,Poeciliidae,G. affinis,64.63435849056604,25.11111111111111,25.11111111111111
PL,2017-10-10,Centrarchidae,L. gulosus,64.63435849056604,63.7795,63
PL,2017-10-10,Centrarchidae,L. macrochirus,64.63435849056604,63.7795,29.695999999999998
PL,2017-10-10,Centrarchidae,L. megalotis,64.63435849056604,63.7795,60.682875
PL,2017-10-10,Lepisosteidae,L. oculatus,64.63435849056604,330,330
PL,2017-10-10,Centrarchidae,M. salmoides,64.63435849056604,63.7795,182.272
PL,2017-11-11,Mugilidae,A. monticola,65.46644594594595,59.84,59.84
PL,2017-11-11,Ictaluridae,A. natalis,65.46644594594595,122.04257142857142,119.7211111111111
PL,2017-11-11,Anguillidae,A. rostrata,65.46644594594595,276.3333333333333,276.3333333333333
PL,2017-11-11,Leuciscidae,C. lutrensis,65.46644594594595,44.67172413793104,44.67172413793104
PL,2017-11-11,Poeciliidae,G. affinis,65.46644594594595,34.303030303030305,32.04347826086956
PL,2017-11-11,Ictaluridae,I. punctatus,65.46644594594595,122.04257142857142,135.97133333333335
PL,2017-11-11,Centrarchidae,L. cyanellus,65.46644594594595,62.82964285714286,63.819250000000004
PL,2017-11-11,Centrarchidae,L. gulosus,65.46644594594595,62.82964285714286,50.142857142857146
PL,2017-11-11,Centrarchidae,L. macrochirus,65.46644594594595,62.82964285714286,64.32581818181818
PL,2017-11-11,Centrarchidae,L. megalotis,65.46644594594595,62.82964285714286,72.51786666666666
PL,2017-11-11,Poeciliidae,P. formosa,65.46644594594595,34.303030303030305,32.666666666666664
