site_code,collection_date,family,lowest_taxon,L_mu_com,L_mu_fam,L_mu_spe
PL,2017-11-11,Poeciliidae,P. latipinna,65.46644594594595,34.303030303030305,49.75
PL,2017-11-11,Achiridae,T. maculatus,65.46644594594595,52,52
PL,2017-12-03,Ictaluridae,A. natalis,56.86322156862745,121.445,113.791
PL,2017-12-03,Leuciscidae,C. lutrensis,56.86322156862745,41.05807272727273,41.05807272727273
PL,2017-12-03,Poeciliidae,G. affinis,56.86322156862745,31.44,31.44
PL,2017-12-03,Ictaluridae,I. punctatus,56.86322156862745,121.445,148.234
PL,2017-12-03,Centrarchidae,L. cyanellus,56.86322156862745,65.60360869565217,66.033
PL,2017-12-03,Centrarchidae,L. gulosus,56.86322156862745,65.60360869565217,59.25
PL,2017-12-03,Centrarchidae,L. macrochirus,56.86322156862745,65.60360869565217,56.064
PL,2017-12-03,Centrarchidae,L. megalotis,56.86322156862745,65.60360869565217,67.42288235294117
PL,2018-02-11,Ictaluridae,A. natalis,63.00522222222222,121.51133333333333,121.51133333333333
PL,2018-02-11,Leuciscidae,C. lutrensis,63.00522222222222,48.89212903225807,48.89212903225807
PL,2018-02-11,Poeciliidae,G. affinis,63.00522222222222,35.675,35.17948717948718
PL,2018-02-11,Centrarchidae,L. cyanellus,63.00522222222222,75.79009433962264,85.514
PL,2018-02-11,Centrarchidae,L. gulosus,63.00522222222222,75.79009433962264,62
PL,2018-02-11,Centrarchidae,L. macrochirus,63.00522222222222,75.79009433962264,50.688
PL,2018-02-11,Centrarchidae,L. megalotis,63.00522222222222,75.79009433962264,77.69935555555556
PL,2018-02-11,Poeciliidae,P. formosa,63.00522222222222,35.675,55
PL,2018-03-02,Mugilidae,A. monticola,60.62976470588236,42.900000000000006,42.900000000000006
PL,2018-03-02,Leuciscidae,C. lutrensis,60.62976470588236,60.665777777777784,60.665777777777784
PL,2018-03-02,Poeciliidae,G. affinis,60.62976470588236,59.2,45
PL,2018-03-02,Ictaluridae,I. punctatus,60.62976470588236,126.594,126.594
PL,2018-03-02,Centrarchidae,L. cyanellus,60.62976470588236,57.36675,51.612
PL,2018-03-02,Centrarchidae,L. gulosus,60.62976470588236,57.36675,63
PL,2018-03-02,Centrarchidae,L. megalotis,60.62976470588236,57.36675,57.387
PL,2018-03-02,Poeciliidae,P. formosa,60.62976470588236,59.2,66
PL,2018-03-02,Poeciliidae,P. latipinna,60.62976470588236,59.2,61.666666666666664
PL,2018-03-02,Achiridae,T. maculatus,60.62976470588236,45,45
PL,2018-04-01,Mugilidae,A. monticola,68.86804210526316,71.07692307692308,71.07692307692308
PL,2018-04-01,Ictaluridae,A. natalis,68.86804210526316,147.022,147.022
PL,2018-04-01,Leuciscidae,C. lutrensis,68.86804210526316,52.322526315789474,52.322526315789474
PL,2018-04-01,Fundulidae,F. chrysotus,68.86804210526316,37,37
PL,2018-04-01,Poeciliidae,G. affinis,68.86804210526316,34.1875,26.153846153846153
PL,2018-04-01,Centrarchidae,L. auritus,68.86804210526316,74.0198273381295,55.118538461538456
PL,2018-04-01,Centrarchidae,L. cyanellus,68.86804210526316,74.0198273381295,80.45400000000001
PL,2018-04-01,Centrarchidae,L. gulosus,68.86804210526316,74.0198273381295,76
PL,2018-04-01,Centrarchidae,L. macrochirus,68.86804210526316,74.0198273381295,63.328
PL,2018-04-01,Centrarchidae,L. megalotis,68.86804210526316,74.0198273381295,84.85693333333333
PL,2018-04-01,Poeciliidae,P. latipinna,68.86804210526316,34.1875,69
PL,2018-05-10,Mugilidae,A. monticola,60.142025000000004,76.85333333333334,76.85333333333334
PL,2018-05-10,Ictaluridae,A. natalis,60.142025000000004,112.78399999999999,112.78399999999999
PL,2018-05-10,Leuciscidae,C. lutrensis,60.142025000000004,49.612307692307695,49.612307692307695
PL,2018-05-10,Poeciliidae,G. affinis,60.142025000000004,34.72727272727273,31.5
PL,2018-05-10,Centrarchidae,L. auritus,60.142025000000004,67.73361538461539,29.204
PL,2018-05-10,Centrarchidae,L. cyanellus,60.142025000000004,67.73361538461539,99.17599999999999
PL,2018-05-10,Centrarchidae,L. gulosus,60.142025000000004,67.73361538461539,77
PL,2018-05-10,Centrarchidae,L. macrochirus,60.142025000000004,67.73361538461539,65.536
PL,2018-05-10,Centrarchidae,L. megalotis,60.142025000000004,67.73361538461539,68.0889
PL,2018-05-10,Poeciliidae,P. latipinna,60.142025000000004,34.72727272727273,67
PL,2018-06-07,Mugilidae,A. monticola,73.29423684210526,93.80555555555556,93.80555555555556
PL,2018-06-07,Ictaluridae,A. natalis,73.29423684210526,144.6723333333333,144.6723333333333
PL,2018-06-07,Leuciscidae,C. lutrensis,73.29423684210526,47.98707692307693,47.98707692307693
PL,2018-06-07,Poeciliidae,G. affinis,73.29423684210526,40.142857142857146,39.76470588235294
PL,2018-06-07,Centrarchidae,L. cyanellus,73.29423684210526,84.95069158878505,93.03171428571429
PL,2018-06-07,Centrarchidae,L. gulosus,73.29423684210526,84.95069158878505,70.5
PL,2018-06-07,Centrarchidae,L. macrochirus,73.29423684210526,84.95069158878505,96.62171428571429
PL,2018-06-07,Centrarchidae,L. megalotis,73.29423684210526,84.95069158878505,81.65805405405405
PL,2018-06-07,Centrarchidae,M. salmoides,73.29423684210526,84.95069158878505,83.62666666666667
PL,2018-06-07,Poeciliidae,P. latipinna,73.29423684210526,40.142857142857146,53
PL,2018-06-07,Achiridae,T. maculatus,73.29423684210526,61,61
PL,2018-07-27,Ictaluridae,A. natalis,45.53872727272727,68.11075000000001,84.588
PL,2018-07-27,Leuciscidae,C. lutrensis,45.53872727272727,44.29466666666667,44.29466666666667
PL,2018-07-27,Poeciliidae,G. affinis,45.53872727272727,31.208333333333332,30.4
PL,2018-07-27,Ictaluridae,I. punctatus,45.53872727272727,68.11075000000001,46.526
PL,2018-07-27,Centrarchidae,L. macrochirus,45.53872727272727,74.00833333333334,58.368
PL,2018-07-27,Centrarchidae,L. megalotis,45.53872727272727,74.00833333333334,77.13640000000001
PL,2018-07-27,Ictaluridae,N. gyrinus,45.53872727272727,68.11075000000001,68.962
PL,2018-07-27,Poeciliidae,P. latipinna,45.53872727272727,31.208333333333332,35.25
PL,2018-09-25,Leuciscidae,C. lutrensis,49.0110303030303,31.930285714285716,31.930285714285716
PL,2018-09-25,Poeciliidae,G. affinis,49.0110303030303,26.11111111111111,26.11111111111111
PL,2018-09-25,Ictaluridae,I. punctatus,49.0110303030303,194.76,194.76
PL,2018-09-25,Centrarchidae,L. cyanellus,49.0110303030303,61.43514285714286,56.166
PL,2018-09-25,Centrarchidae,L. macrochirus,49.0110303030303,61.43514285714286,48.384
PL,2018-09-25,Centrarchidae,L. megalotis,49.0110303030303,61.43514285714286,69.278
PL,2018-09-25,Achiridae,T. maculatus,49.0110303030303,52,52
PL,2020-01-15,Leuciscidae,C. lutrensis,47.154545454545456,34.370370370370374,34.370370370370374
PL,2020-01-15,Eleotridae,D. maculatus,47.154545454545456,98,98
PL,2020-01-15,Poeciliidae,G. affinis,47.154545454545456,34.17948717948718,31.296296296296298
PL,2020-01-15,Ictaluridae,I. punctatus,47.154545454545456,177.5,177.5
PL,2020-01-15,Centrarchidae,L. cyanellus,47.154545454545456,60.31707317073171,57.75
PL,2020-01-15,Centrarchidae,L. gulosus,47.154545454545456,60.31707317073171,100
PL,2020-01-15,Centrarchidae,L. macrochirus,47.154545454545456,60.31707317073171,64.5
PL,2020-01-15,Centrarchidae,L. megalotis,47.154545454545456,60.31707317073171,57.96969696969697
PL,2020-01-15,Poeciliidae,P. latipinna,47.154545454545456,34.17948717948718,40.666666666666664
PL,2020-05-24,Ictaluridae,A. natalis,77.56818181818181,75.25,72.0909090909091
PL,2020-05-24,Leuciscidae,C. lutrensis,77.56818181818181,46,46
PL,2020-05-24,Poeciliidae,G. affinis,77.56818181818181,49.37931034482759,35.1875
PL,2020-05-24,Ictaluridae,I. punctatus,77.56818181818181,75.25,110
PL,2020-05-24,Centrarchidae,L. auritus,77.56818181818181,83.09740259740259,118.375
PL,2020-05-24,Centrarchidae,L. cyanellus,77.56818181818181,83.09740259740259,85.64
PL,2020-05-24,Centrarchidae,L. gulosus,77.56818181818181,83.09740259740259,113
PL,2020-05-24,Centrarchidae,L. macrochirus,77.56818181818181,83.09740259740259,82.04761904761905
PL,2020-05-24,Centrarchidae,L. megalotis,77.56818181818181,83.09740259740259,79.20588235294117
PL,2020-05-24,Lepisosteidae,L. oculatus,77.56818181818181,437.5,437.5
PL,2020-05-24,Centrarchidae,M. salmoides,77.56818181818181,83.09740259740259,57.666666666666664
PL,2020-05-24,Poeciliidae,P. latipinna,77.56818181818181,49.37931034482759,66.84615384615384
PL,2020-09-15,Ictaluridae,A. natalis,64.9037037037037,74.6,67
PL,2020-09-15,Leuciscidae,C. lutrensis,64.9037037037037,43.76923076923077,43.76923076923077
PL,2020-09-15,Eleotridae,D. maculatus,64.9037037037037,149,149
PL,2020-09-15,Poeciliidae,G. affinis,64.9037037037037,40.16129032258065,33.666666666666664
PL,2020-09-15,Ictaluridae,I. punctatus,64.9037037037037,74.6,105
PL,2020-09-15,Centrarchidae,L. cyanellus,64.9037037037037,69.16867469879519,76.72727272727273
PL,2020-09-15,Centrarchidae,L. gulosus,64.9037037037037,69.16867469879519,45
PL,2020-09-15,Centrarchidae,L. macrochirus,64.9037037037037,69.16867469879519,82
PL,2020-09-15,Centrarchidae,L. megalotis,64.9037037037037,69.16867469879519,66.01492537313433
PL,2020-09-15,Lepisosteidae,L. oculatus,64.9037037037037,536,536
PL,2020-09-15,Centrarchidae,M. salmoides,64.9037037037037,69.16867469879519,132.5
PL,2020-09-15,Poeciliidae,P. latipinna,64.9037037037037,40.16129032258065,44.26315789473684
PL,2020-11-02,Ictaluridae,A. natalis,60.55135135135135,94.25,89
PL,2020-11-02,Leuciscidae,C. lutrensis,60.55135135135135,38.125,38.125
PL,2020-11-02,Eleotridae,D. maculatus,60.55135135135135,149,149
PL,2020-11-02,Poeciliidae,G. affinis,60.55135135135135,42.541666666666664,31.1
PL,2020-11-02,Ictaluridae,I. punctatus,60.55135135135135,94.25,110
PL,2020-11-02,Centrarchidae,L. cyanellus,60.55135135135135,68.625,88
PL,2020-11-02,Centrarchidae,L. gulosus,60.55135135135135,68.625,45.5
PL,2020-11-02,Centrarchidae,L. macrochirus,60.55135135135135,68.625,45.23076923076923
PL,2020-11-02,Centrarchidae,L. megalotis,60.55135135135135,68.625,68.8
PL,2020-11-02,Mugilidae,M. cephalus,60.55135135135135,144.33333333333334,144.33333333333334
PL,2020-11-02,Centrarchidae,M. salmoides,60.55135135135135,68.625,174
PL,2020-11-02,Poeciliidae,P. latipinna,60.55135135135135,42.541666666666664,45.55263157894737
SF,2017-09-19,Characidae,A. mexicanus,51.04459016393442,71.89,71.89
SF,2017-09-19,Poeciliidae,G. affinis,51.04459016393442,32.84848484848485,22.5
SF,2017-09-19,Cichlidae,H. cyanoguttatum,51.04459016393442,49.08695652173913,49.08695652173913
SF,2017-09-19,Centrarchidae,L. macrochirus,51.04459016393442,85.61,85.50399999999999
SF,2017-09-19,Centrarchidae,L. megalotis,51.04459016393442,85.61,85.822
SF,2017-09-19,Lepisosteidae,L. oculatus,51.04459016393442,572,572
SF,2017-09-19,Poeciliidae,P. formosa,51.04459016393442,32.84848484848485,33.5625
SF,2017-09-19,Poeciliidae,P. latipinna,51.04459016393442,32.84848484848485,35.15384615384615
SF,2017-11-05,Characidae,A. mexicanus,39.82451666666667,56.77466666666667,56.77466666666667
SF,2017-11-05,Leuciscidae,C. lutrensis,39.82451666666667,40.68418181818182,38.4752
SF,2017-11-05,Cyprinodontidae,C. variegatus,39.82451666666667,34,34
SF,2017-11-05,Poeciliidae,G. affinis,39.82451666666667,35.921875,30
SF,2017-11-05,Cichlidae,H. cyanoguttatum,39.82451666666667,44.875,44.875
SF,2017-11-05,Centrarchidae,L. macrochirus,39.82451666666667,71.68,71.68
SF,2017-11-05,Poeciliidae,P. latipinna,39.82451666666667,35.921875,39.24390243902439
SF,2017-11-05,Leuciscidae,P. vigilax,39.82451666666667,40.68418181818182,42.525
SF,2017-12-11,Leuciscidae,C. lutrensis,48.733552631578945,43.10714285714286,46.333333333333336
SF,2017-12-11,Poeciliidae,G. affinis,48.733552631578945,41.472727272727276,31
SF,2017-12-11,Cichlidae,H. cyanoguttatum,48.733552631578945,53.46153846153846,53.46153846153846
SF,2017-12-11,Lepisosteidae,L. oculatus,48.733552631578945,426,426
SF,2017-12-11,Poeciliidae,P. formosa,48.733552631578945,41.472727272727276,41.45454545454545
SF,2017-12-11,Poeciliidae,P. latipinna,48.733552631578945,41.472727272727276,43.45945945945946
SF,2017-12-11,Leuciscidae,P. vigilax,48.733552631578945,43.10714285714286,40.6875
SF,2018-02-02,Cyprinodontidae,C. variegatus,40.77430555555556,33.5,33.5
SF,2018-02-02,Poeciliidae,G. affinis,40.77430555555556,38.18421052631579,31.4
SF,2018-02-02,Cichlidae,H. cyanoguttatum,40.77430555555556,46.46666666666667,46.46666666666667
SF,2018-02-02,Poeciliidae,P. formosa,40.77430555555556,38.18421052631579,42.333333333333336
SF,2018-02-02,Poeciliidae,P. latipinna,40.77430555555556,38.18421052631579,42.90909090909091
SF,2018-02-02,Leuciscidae,P. vigilax,40.77430555555556,47.25,47.25
SF,2018-04-07,Leuciscidae,C. lutrensis,43.26754901960784,49.18225,49.24571428571429
SF,2018-04-07,Poeciliidae,G. affinis,43.26754901960784,37.875,34.72727272727273
SF,2018-04-07,Cichlidae,H. cyanoguttatum,43.26754901960784,44.857142857142854,44.857142857142854
SF,2018-04-07,Poeciliidae,P. latipinna,43.26754901960784,37.875,38.810810810810814
SF,2018-04-07,Leuciscidae,P. vigilax,43.26754901960784,49.18225,49.14807692307693
SF,2018-05-12,Leuciscidae,C. lutrensis,37.19198058252427,45.71826666666667,45.07876923076923
SF,2018-05-12,Poeciliidae,G. affinis,37.19198058252427,37.41891891891892,28.515151515151516
SF,2018-05-12,Cichlidae,H. cyanoguttatum,37.19198058252427,26.857142857142858,26.46153846153846
SF,2018-05-12,Cichlidae,O. aureus,37.19198058252427,26.857142857142858,32
SF,2018-05-12,Poeciliidae,P. latipinna,37.19198058252427,37.41891891891892,44.58536585365854
SF,2018-05-12,Leuciscidae,P. vigilax,37.19198058252427,45.71826666666667,49.875
SF,2018-06-01,Leuciscidae,C. lutrensis,55.38870731707317,53.9748,56.712
SF,2018-06-01,Poeciliidae,G. affinis,55.38870731707317,37.1,31
SF,2018-06-01,Cichlidae,H. cyanoguttatum,55.38870731707317,67.2127659574468,67.2127659574468
SF,2018-06-01,Poeciliidae,P. latipinna,55.38870731707317,37.1,43.2
SF,2018-06-01,Leuciscidae,P. vigilax,55.38870731707317,53.9748,52.15
SF,2018-07-01,Cyprinidae,C. carpio,44.831830508474575,81.62200000000001,81.62200000000001
SF,2018-07-01,Leuciscidae,C. lutrensis,44.831830508474575,44.909333333333336,45.314
SF,2018-07-01,Cyprinodontidae,C. variegatus,44.831830508474575,35,35
SF,2018-07-01,Poeciliidae,G. affinis,44.831830508474575,40.10344827586207,35.69230769230769
SF,2018-07-01,Cichlidae,H. cyanoguttatum,44.831830508474575,48.65,48.65
SF,2018-07-01,Centrarchidae,L. gulosus,44.831830508474575,88,88
SF,2018-07-01,Poeciliidae,P. latipinna,44.831830508474575,40.10344827586207,43.6875
SF,2018-07-01,Leuciscidae,P. vigilax,44.831830508474575,44.909333333333336,44.099999999999994
SF,2018-09-18,Characidae,A. mexicanus,30.287096774193547,59.724,59.724
SF,2018-09-18,Leuciscidae,C. lutrensis,30.287096774193547,43.368,43.368
SF,2018-09-18,Poeciliidae,G. affinis,30.287096774193547,27.875,28
SF,2018-09-18,Centrarchidae,L. gulosus,30.287096774193547,33.3616,47
SF,2018-09-18,Centrarchidae,L. macrochirus,30.287096774193547,33.3616,29.951999999999998
SF,2018-09-18,Poeciliidae,P. latipinna,30.287096774193547,27.875,25
SF,2020-01-13,Ictaluridae,A. melas,45.306930693069305,118,118
SF,2020-01-13,Characidae,A. mexicanus,45.306930693069305,46.857142857142854,46.857142857142854
SF,2020-01-13,Poeciliidae,G. affinis,45.306930693069305,40.104166666666664,23.125
SF,2020-01-13,Cichlidae,H. cyanoguttatum,45.306930693069305,45.588235294117645,45.588235294117645
SF,2020-01-13,Centrarchidae,L. cyanellus,45.306930693069305,59.54545454545455,59.54545454545455
SF,2020-01-13,Poeciliidae,P. latipinna,45.306930693069305,40.104166666666664,43.5
SF,2020-05-27,Characidae,A. mexicanus,115.80132450331126,67.05882352941177,67.05882352941177
SF,2020-05-27,Poeciliidae,G. affinis,115.80132450331126,39.80555555555556,29.4
SF,2020-05-27,Cichlidae,H. cyanoguttatum,115.80132450331126,93.75,110.52631578947368
SF,2020-05-27,Centrarchidae,L. cyanellus,115.80132450331126,95.78688524590164,100.15384615384616
SF,2020-05-27,Centrarchidae,L. gulosus,115.80132450331126,95.78688524590164,134
SF,2020-05-27,Centrarchidae,L. macrochirus,115.80132450331126,95.78688524590164,87.35555555555555
SF,2020-05-27,Lepisosteidae,L. oculatus,115.80132450331126,524.6153846153846,524.6153846153846
SF,2020-05-27,Centrarchidae,M. salmoides,115.80132450331126,95.78688524590164,342
SF,2020-05-27,Cichlidae,O. aureus,115.80132450331126,93.75,30
SF,2020-05-27,Poeciliidae,P. latipinna,115.80132450331126,39.80555555555556,52.8125
SF,2020-09-11,Characidae,A. mexicanus,52.911764705882355,64,64
SF,2020-09-11,Poeciliidae,G. affinis,52.911764705882355,36.51063829787234,30.941176470588236
SF,2020-09-11,Cichlidae,H. cyanoguttatum,52.911764705882355,68.25581395348837,68.57142857142857
SF,2020-09-11,Centrarchidae,L. cyanellus,52.911764705882355,42,42
SF,2020-09-11,Cichlidae,O. aureus,52.911764705882355,68.25581395348837,55
SF,2020-09-11,Poeciliidae,P. latipinna,52.911764705882355,36.51063829787234,39.666666666666664
SF,2020-11-04,Characidae,A. mexicanus,49.41614906832298,61.733333333333334,61.733333333333334
SF,2020-11-04,Poeciliidae,G. affinis,49.41614906832298,41.87837837837838,32.47826086956522
SF,2020-11-04,Cichlidae,H. cyanoguttatum,49.41614906832298,53.901408450704224,52.88059701492537
SF,2020-11-04,Centrarchidae,L. macrochirus,49.41614906832298,104,104
SF,2020-11-04,Cichlidae,O. aureus,49.41614906832298,53.901408450704224,71
SF,2020-11-04,Poeciliidae,P. latipinna,49.41614906832298,41.87837837837838,46.11764705882353
TR,2017-09-25,Characidae,A. mexicanus,52.36414705882353,65.254,65.254
TR,2017-09-25,Cyprinodontidae,C. variegatus,52.36414705882353,37.05882352941177,37.05882352941177
TR,2017-09-25,Fundulidae,F. grandis,52.36414705882353,37.6,37.6
TR,2017-09-25,Poeciliidae,P. latipinna,52.36414705882353,59.23255813953488,59.23255813953488
TR,2017-11-05,Cyprinodontidae,C. variegatus,39.76671755725191,35.758620689655174,35.758620689655174
TR,2017-11-05,Eleotridae,D. maculatus,39.76671755725191,95,95
TR,2017-11-05,Fundulidae,F. grandis,39.76671755725191,56.90909090909091,56.90909090909091
TR,2017-11-05,Poeciliidae,G. affinis,39.76671755725191,34.88157894736842,26.75
TR,2017-11-05,Cichlidae,H. cyanoguttatum,39.76671755725191,53.666666666666664,73
TR,2017-11-05,Centrarchidae,L. megalotis,39.76671755725191,106.502,106.502
TR,2017-11-05,Ictaluridae,N. gyrinus,39.76671755725191,49.938,49.938
TR,2017-11-05,Cichlidae,O. aureus,39.76671755725191,53.666666666666664,49.8
TR,2017-11-05,Poeciliidae,P. formosa,39.76671755725191,34.88157894736842,37.371428571428574
TR,2017-11-05,Poeciliidae,P. latipinna,39.76671755725191,34.88157894736842,35.241379310344826
TR,2017-12-11,Cyprinodontidae,C. variegatus,33.142857142857146,36.69565217391305,36.69565217391305
TR,2017-12-11,Poeciliidae,G. affinis,33.142857142857146,30,31.9
TR,2017-12-11,Poeciliidae,P. latipinna,33.142857142857146,30,27.40909090909091
TR,2018-02-02,Characidae,A. mexicanus,40.02506756756757,63.595000000000006,63.595000000000006
TR,2018-02-02,Cyprinodontidae,C. variegatus,40.02506756756757,37.06976744186046,37.06976744186046
TR,2018-02-02,Fundulidae,F. grandis,40.02506756756757,104,104
TR,2018-02-02,Poeciliidae,G. affinis,40.02506756756757,33.170731707317074,28.37037037037037
TR,2018-02-02,Cichlidae,H. cyanoguttatum,40.02506756756757,49,49
TR,2018-02-02,Poeciliidae,P. formosa,40.02506756756757,33.170731707317074,37.72
TR,2018-02-02,Poeciliidae,P. latipinna,40.02506756756757,33.170731707317074,33.7
TR,2018-04-07,Characidae,A. mexicanus,46.089688524590166,76.31400000000001,76.31400000000001
TR,2018-04-07,Cyprinodontidae,C. variegatus,46.089688524590166,38.05128205128205,38.05128205128205
TR,2018-04-07,Fundulidae,F. grandis,46.089688524590166,29.444444444444443,29.444444444444443
TR,2018-04-07,Poeciliidae,G. affinis,46.089688524590166,51.33802816901409,30.5
TR,2018-04-07,Poeciliidae,P. latipinna,46.089688524590166,51.33802816901409,54.75409836065574
TR,2018-06-01,Characidae,A. mexicanus,56.84047887323944,78.042125,78.042125
TR,2018-06-01,Cyprinodontidae,C. variegatus,56.84047887323944,39.96296296296296,39.96296296296296
TR,2018-06-01,Fundulidae,F. grandis,56.84047887323944,70.78571428571429,70.78571428571429
TR,2018-06-01,Poeciliidae,P. latipinna,56.84047887323944,51.214285714285715,51.214285714285715
TR,2018-07-01,Cyprinodontidae,C. variegatus,50.6623,46.05,46.05
TR,2018-07-01,Fundulidae,F. grandis,50.6623,54,54
TR,2018-07-01,Cichlidae,H. cyanoguttatum,50.6623,73,92
TR,2018-07-01,Centrarchidae,L. cyanellus,50.6623,77.87299999999999,69.828
TR,2018-07-01,Centrarchidae,L. macrochirus,50.6623,77.87299999999999,90.112
TR,2018-07-01,Centrarchidae,M. salmoides,50.6623,77.87299999999999,75.776
TR,2018-07-01,Cichlidae,O. aureus,50.6623,73,54
TR,2018-07-01,Poeciliidae,P. latipinna,50.6623,45.69230769230769,45.69230769230769
TR,2018-08-31,Cyprinodontidae,C. variegatus,48.470588235294116,47.5,47.5
TR,2018-08-31,Poeciliidae,G. affinis,48.470588235294116,48.6,34
TR,2018-08-31,Poeciliidae,P. latipinna,48.470588235294116,48.6,50.84615384615385
TR,2020-01-13,Characidae,A. mexicanus,44.22680412371134,27.5,27.5
TR,2020-01-13,Cyprinodontidae,C. variegatus,44.22680412371134,40.73076923076923,40.73076923076923
TR,2020-01-13,Fundulidae,F. grandis,44.22680412371134,81.75,81.75
TR,2020-01-13,Poeciliidae,G. affinis,44.22680412371134,37.18181818181818,34.23809523809524
TR,2020-01-13,Cichlidae,H. cyanoguttatum,44.22680412371134,72.5,59
TR,2020-01-13,Centrarchidae,L. macrochirus,44.22680412371134,83,83
TR,2020-01-13,Cichlidae,O. aureus,44.22680412371134,72.5,86
TR,2020-01-13,Poeciliidae,P. latipinna,44.22680412371134,37.18181818181818,39
TR,2020-05-27,Characidae,A. mexicanus,87.171875,81,81
TR,2020-05-27,Cyprinodontidae,C. variegatus,87.171875,46,46
TR,2020-05-27,Poeciliidae,G. affinis,87.171875,54.96969696969697,16
TR,2020-05-27,Cichlidae,H. cyanoguttatum,87.171875,122,101
TR,2020-05-27,Centrarchidae,L. cyanellus,87.171875,125.84615384615384,75
TR,2020-05-27,Centrarchidae,L. macrochirus,87.171875,125.84615384615384,127.88
TR,2020-05-27,Cichlidae,O. aureus,87.171875,122,164
TR,2020-05-27,Poeciliidae,P. latipinna,87.171875,54.96969696969697,56.1875
TR,2020-09-11,Characidae,A. mexicanus,60.5655737704918,65.33333333333333,65.33333333333333
TR,2020-09-11,Cyprinodontidae,C. variegatus,60.5655737704918,47.214285714285715,47.214285714285715
TR,2020-09-11,Poeciliidae,G. affinis,60.5655737704918,42.76271186440678,24.307692307692307
TR,2020-09-11,Cichlidae,H. cyanoguttatum,60.5655737704918,105.95652173913044,107.27272727272727
TR,2020-09-11,Fundulidae,L. parva,60.5655737704918,68.34782608695652,68.34782608695652
TR,2020-09-11,Cichlidae,O. aureus,60.5655737704918,105.95652173913044,77
TR,2020-09-11,Poeciliidae,P. latipinna,60.5655737704918,42.76271186440678,47.97826086956522
TR,2020-11-04,Cyprinodontidae,C. variegatus,46.04807692307692,44.5,44.5
TR,2020-11-04,Fundulidae,F. grandis,46.04807692307692,78.23529411764706,78.23529411764706
TR,2020-11-04,Poeciliidae,G. affinis,46.04807692307692,34.520833333333336,33.06896551724138
TR,2020-11-04,Cichlidae,O. aureus,46.04807692307692,66.66666666666667,66.66666666666667
TR,2020-11-04,Poeciliidae,P. latipinna,46.04807692307692,34.520833333333336,36.73684210526316
WM,2017-09-30,Ictaluridae,A. natalis,74.5431052631579,113.615,72.50399999999999
WM,2017-09-30,Leuciscidae,C. lutrensis,74.5431052631579,35.376000000000005,38.364000000000004
WM,2017-09-30,Clupeidae,D. cepedianum,74.5431052631579,116.202,116.202
WM,2017-09-30,Ictaluridae,I. punctatus,74.5431052631579,113.615,154.726
WM,2017-09-30,Centrarchidae,L. auritus,74.5431052631579,74.36607692307692,130.375
WM,2017-09-30,Centrarchidae,L. cyanellus,74.5431052631579,74.36607692307692,61.732
WM,2017-09-30,Centrarchidae,L. macrochirus,74.5431052631579,74.36607692307692,55.296
WM,2017-09-30,Centrarchidae,L. megalotis,74.5431052631579,74.36607692307692,73.06933333333333
WM,2017-09-30,Leuciscidae,P. vigilax,74.5431052631579,35.376000000000005,29.4
WM,2017-11-03,Leuciscidae,C. venusta,74.1535243902439,61.5075,70.06125
WM,2017-11-03,Poeciliidae,G. affinis,74.1535243902439,27.454545454545453,27.454545454545453
WM,2017-11-03,Centrarchidae,L. gulosus,74.1535243902439,62.2384262295082,48
WM,2017-11-03,Centrarchidae,L. macrochirus,74.1535243902439,62.2384262295082,66.048
WM,2017-11-03,Centrarchidae,L. megalotis,74.1535243902439,62.2384262295082,66.176
WM,2017-11-03,Centrarchidae,L. microlophus,74.1535243902439,62.2384262295082,50.7
WM,2017-11-03,Centrarchidae,L. miniatus,74.1535243902439,62.2384262295082,53.97
WM,2017-11-03,Lepisosteidae,L. oculatus,74.1535243902439,403.25,403.25
WM,2017-11-03,Leuciscidae,N. texanus,74.1535243902439,61.5075,44.400000000000006
WM,2017-12-02,Ictaluridae,A. natalis,57.8541884057971,129.97787499999998,179.24599999999998
WM,2017-12-02,Aphredoderidae,A. sayanus,57.8541884057971,68.5,68.5
WM,2017-12-02,Leuciscidae,C. lutrensis,57.8541884057971,44.16769811320755,39.031200000000005
WM,2017-12-02,Leuciscidae,C. venusta,57.8541884057971,44.16769811320755,52.0926
WM,2017-12-02,Poeciliidae,G. affinis,57.8541884057971,29.095238095238095,29.095238095238095
WM,2017-12-02,Ictaluridae,I. punctatus,57.8541884057971,129.97787499999998,157.25066666666666
WM,2017-12-02,Centrarchidae,L. cyanellus,57.8541884057971,67.07862264150944,59.202
WM,2017-12-02,Centrarchidae,L. gulosus,57.8541884057971,67.07862264150944,49.083333333333336
WM,2017-12-02,Centrarchidae,L. humilis,57.8541884057971,67.07862264150944,59.223
WM,2017-12-02,Centrarchidae,L. macrochirus,57.8541884057971,67.07862264150944,61.644800000000004
WM,2017-12-02,Centrarchidae,L. megalotis,57.8541884057971,67.07862264150944,66.4345
WM,2017-12-02,Lepisosteidae,L. oculatus,57.8541884057971,300,300
WM,2017-12-02,Centrarchidae,M. salmoides,57.8541884057971,67.07862264150944,258.56
WM,2017-12-02,Ictaluridae,N. gyrinus,57.8541884057971,129.97787499999998,55.090333333333334
WM,2017-12-02,Leuciscidae,N. texanus,57.8541884057971,44.16769811320755,38.85
WM,2017-12-02,Ictaluridae,P. olivaris,57.8541884057971,129.97787499999998,223.55399999999997
